age,annual_income,monthly_debt,requested_loan,loan_term_months,max_loan,approved
26,61099,758,4789,36,55757,1
18,32443,218,11627,48,40547,1
47,37390,471,2562,72,71867,0
28,24908,499,5054,24,15524,1
23,60507,638,5787,48,78021,1
45,22659,394,9700,36,22903,0
41,28099,361,13513,24,20493,1
64,33223,244,6853,36,34824,1
48,40974,713,32270,36,37802,1
43,41917,878,4546,36,37169,1
40,21193,208,13731,36,22982,1
75,35716,1488,14253,36,22730,0
57,34399,415,11859,48,46507,1
40,23168,162,16948,36,23047,1
35,29099,796,23991,48,33343,1
74,35707,327,19252,24,24423,1
21,45215,524,23581,60,73407,0
53,39068,26,24330,60,70256,1
49,38140,1085,9974,72,64294,1
27,58122,195,9350,72,90000,1
67,42440,442,9472,36,41720,1
34,39270,446,7973,60,64099,1
56,49600,165,7912,36,54503,1
36,24380,543,18041,36,18415,0
42,53799,193,8917,36,55922,1
42,48162,323,7693,48,65449,1
53,25880,83,18551,36,27595,1
36,14956,204,8447,12,7993,1
30,48196,304,12884,12,14210,1
28,53995,419,12868,12,17306,1
21,66668,628,9272,72,90000,1
25,26169,127,10429,24,18822,1
44,30510,595,17878,36,29245,1
51,29008,1408,16126,36,14747,1
44,13348,594,14562,12,2116,1
56,35085,293,4942,24,23275,1
18,32122,2102,19375,36,13815,0
74,60660,467,11715,36,59621,1
43,19028,492,24116,12,4351,1
18,38207,569,10742,60,61854,0
28,55792,320,6883,36,57657,1
34,36725,598,22541,36,33182,0
73,35064,1132,11232,36,26846,1
43,54416,521,6622,48,72656,1
24,38511,620,2572,48,48808,1
22,26592,489,7971,12,6805,1
63,20667,1635,17029,36,6917,0
54,28966,611,8598,60,43089,1
20,28422,295,9197,36,28320,1
45,36095,180,23228,72,74501,1
64,56193,223,15378,36,58572,1
56,40057,150,8310,36,43159,1
21,40067,171,5551,24,27671,1
61,75258,386,22690,24,54971,1
56,20593,398,9195,24,11992,1
21,16589,549,16471,12,6172,1
40,26257,1173,4424,36,16897,1
37,63497,351,12097,36,65585,1
43,25576,1101,9152,48,23056,1
29,37028,637,27633,36,33305,1
29,37081,690,12155,60,54877,1
23,30936,422,22811,36,28801,1
23,35905,330,8106,36,35214,1
71,44476,412,3319,36,43139,1
18,25869,40,13751,72,56750,1
31,50100,789,18662,36,46568,1
32,27313,295,70000,48,35163,0
29,47575,376,8801,60,78669,1
27,25950,111,7531,72,56267,1
29,42144,636,14591,36,37255,1
53,90311,424,15049,36,90000,1
21,41174,104,3991,48,56490,1
30,32269,363,19697,24,21169,1
68,51171,354,8371,36,53517,1
23,17069,1076,10970,48,13281,0
60,60255,739,12264,60,90000,1
22,31389,330,7315,48,41985,1
26,67683,198,12232,36,72738,1
50,69259,295,17245,36,71056,1
51,59814,502,12488,24,39156,1
43,36824,742,10848,12,7319,0
66,23118,534,6575,12,5488,1
49,38620,384,6589,24,28141,1
53,59551,218,10333,36,63579,1
44,21229,865,14049,24,11742,0
52,18934,462,7657,24,12078,1
72,34006,65,3777,48,49560,1
62,29034,385,5360,48,36611,0
36,121734,1141,10518,60,90000,0
61,52839,510,21071,12,17385,1
37,73713,607,6661,12,29081,1
31,50502,771,7369,24,31937,1
46,65264,353,10938,60,90000,1
26,61490,708,7193,72,90000,1
58,58935,901,5110,48,74662,1
67,24303,208,12752,24,15855,1
21,18746,87,11814,60,34591,1
45,58004,880,12135,12,16228,1
29,48514,858,13681,48,58331,1
18,50038,307,18582,24,32655,1
37,28788,499,22622,48,33335,0
72,32487,199,11471,72,64903,1
41,34301,1025,11834,60,47757,1
46,24969,554,9572,24,17009,1
19,53713,893,14486,60,83627,1
24,20674,842,29549,48,17887,1
22,18927,996,13547,24,6816,0
56,30352,589,7470,48,35376,1
41,29396,64,10594,36,32250,1
32,36362,531,22953,36,33930,1
66,49974,154,7060,24,32728,1
66,20691,57,3954,12,8023,1
39,25880,121,6201,48,37150,1
53,33146,230,13059,48,45015,1
24,18446,326,3374,24,11668,1
26,39655,698,18793,36,35414,0
32,70968,891,5563,60,90000,1
26,30093,371,21931,48,42131,1
70,33616,369,9326,12,14925,0
22,51882,292,39552,12,19158,1
72,43283,276,8416,60,74430,1
70,46493,856,18361,36,40750,1
52,48926,628,5695,60,81274,1
40,31554,1132,7080,72,49886,1
23,39367,798,9598,48,49446,1
40,30825,235,11590,48,41516,1
73,34645,437,10944,36,33627,1
31,58161,300,6557,48,79157,1
66,33844,411,11209,60,58708,0
48,24842,368,17252,24,17822,0
33,21537,386,9080,24,13603,1
52,53626,137,11127,24,34983,1
51,23108,401,23647,24,15280,1
51,36341,248,11557,48,48869,1
52,43268,559,16108,24,25374,1
67,29300,314,9199,36,29902,1
66,43282,331,4003,36,44318,1
75,40580,1212,31855,24,22780,1
24,65960,382,18115,36,69483,1
74,22425,107,10350,48,31440,1
22,63879,351,5181,60,90000,1
30,26166,560,6067,48,32467,1
60,36913,1055,8856,36,30611,1
62,82403,558,15121,36,85992,1
66,35351,281,16958,24,25998,1
35,98404,475,13513,24,69227,1
71,36145,573,8511,60,58105,1
75,29685,377,8536,60,45072,1
58,33961,147,5508,36,36845,1
23,41388,1149,9092,60,55633,1
21,30097,357,21119,36,30282,1
24,62781,417,5569,36,59810,1
74,60668,262,4202,24,41189,1
40,38698,489,9899,36,37692,1
74,37110,424,13714,60,60628,1
19,21727,217,12071,36,23984,1
30,46360,453,10684,12,16449,1
43,25874,532,15330,72,46203,1
24,48423,100,15882,48,72201,1
48,85014,694,13762,12,28807,1
40,35746,838,11536,24,20417,0
24,27478,740,2486,48,31476,0
20,37404,510,12644,12,11596,1
31,41769,447,35622,48,56271,1
50,42574,302,7436,36,46172,1
51,43902,2062,17601,72,57589,1
61,16272,61,7811,36,17061,1
41,29208,419,5131,36,25122,1
48,18655,1368,37089,24,6275,0
59,70590,359,3607,60,90000,1
22,33406,532,12390,24,18116,1
33,32119,457,13687,36,29743,1
36,83264,687,12786,60,90000,1
27,41635,717,5272,24,23846,0
30,30123,311,23215,12,8579,1
42,38164,318,36430,60,65726,1
52,84433,357,4618,48,90000,0
27,21069,256,4962,48,26478,1
41,32783,810,5716,24,20973,1
18,49801,714,6635,72,90000,1
19,56708,731,6461,36,57316,0
27,27248,553,4756,60,39959,1
35,31134,427,11959,48,39795,1
69,30565,483,13148,48,39368,1
35,44375,216,5418,60,76663,1
43,28571,1033,14148,24,12809,1
67,30328,170,6589,48,41491,1
60,17593,803,14554,72,22886,0
20,41295,779,18060,36,37398,1
53,57363,275,3222,36,58418,1
25,16263,480,7410,36,13823,1
50,31887,530,14129,24,21490,1
51,52282,936,8888,48,61826,0
28,38281,372,6669,36,35957,1
18,27890,1109,8437,24,13619,1
57,34259,158,40723,36,35559,1
21,32352,808,6920,24,17759,1
29,46005,370,24887,48,60550,1
24,60986,483,11933,60,90000,1
38,42173,88,9889,24,27242,1
49,29646,352,34895,12,11936,1
55,28991,107,28199,36,28914,0
71,48418,235,10029,48,66136,1
38,33348,1117,10266,36,27364,1
70,23996,311,20802,24,14712,1
19,45604,731,12322,60,69977,0
21,26947,410,5627,24,17055,0
67,30957,619,3561,36,29522,1
64,47770,836,3749,36,43628,1
42,35284,614,3469,36,31902,1
18,25930,363,10608,36,25357,1
33,31363,181,5749,12,8377,1
71,14624,714,35244,24,5891,1
25,45941,261,14423,48,62589,1
39,32588,510,13949,36,31829,1
36,13000,75,9484,60,21198,0
35,28677,314,29895,36,25151,0
59,39184,615,10819,36,39357,1
26,40255,519,33686,72,76383,1
27,36294,641,22642,48,45049,0
46,37827,1057,25042,36,28632,0
54,36035,612,5915,48,42626,1
32,13000,150,5266,36,13640,1
37,38820,709,16196,24,23813,1
49,15294,727,14115,24,8651,1
53,47400,431,13350,36,50775,1
64,24447,1391,8433,60,22552,0
55,29649,456,9203,72,52504,1
59,26056,865,3911,24,16807,1
59,43155,175,15884,36,46245,0
31,51915,795,13330,36,47318,1
62,44872,336,9259,48,62487,1
20,32886,477,10057,36,28009,1
29,61961,124,13863,36,66115,1
56,27957,961,15376,48,31322,1
44,16533,185,4008,36,19354,0
70,17018,492,19650,48,16944,1
42,41188,433,10186,36,40460,1
41,66664,14,9365,48,90000,1
19,33819,290,7421,48,47196,0
35,42441,270,5641,36,42286,1
18,76170,812,6818,24,47932,1
75,28527,151,8174,36,32242,1
51,28470,504,3424,36,27990,1
31,33854,457,15647,24,21676,1
28,30287,156,19190,12,10697,1
29,40684,505,11552,24,25446,1
34,32909,249,7197,48,45961,1
59,27922,233,18414,48,38005,1
40,33370,83,8869,36,38146,1
19,54538,832,5227,36,52248,1
53,19575,262,13075,60,30320,1
40,25294,985,12409,48,27841,1
56,34035,617,2186,36,30983,1
36,85154,191,11762,48,90000,1
68,46642,518,9880,48,61114,1
75,27825,265,10389,36,26837,1
29,23377,467,3655,60,33764,1
57,33471,1276,16255,36,24482,1
22,27885,567,7804,36,24853,1
39,38220,471,45719,72,72863,1
64,22673,883,7587,36,13694,1
47,29855,891,7025,72,51213,1
41,50083,276,28720,36,53084,1
73,38257,1374,17074,72,58274,1
19,37412,140,10385,12,12003,1
62,31848,982,15569,72,56084,1
74,52330,410,13506,24,34195,1
18,34920,487,9942,60,54878,1
19,24229,669,7889,36,22485,1
21,28579,380,12311,36,28439,1
34,70034,689,9880,12,22177,1
37,35558,106,7422,24,23592,1
73,48486,804,22758,36,45730,1
66,37474,436,12564,48,47846,1
50,45730,235,8654,48,62271,1
75,130450,1340,13586,60,90000,0
48,27698,26,4340,48,39337,1
39,31347,724,6542,24,17212,0
34,39602,248,12565,60,65263,1
37,15112,580,6121,72,21925,1
65,53003,804,14388,48,68183,1
21,53993,174,8928,60,90000,1
50,35961,572,5730,36,34333,1
55,26939,994,6280,24,9226,1
69,42213,63,13684,24,30104,1
75,41563,466,9571,24,24385,1
28,29840,208,12117,12,12241,1
69,41984,501,5967,48,57409,1
71,32517,456,14646,48,42809,1
21,49986,1255,11076,48,56355,1
26,49349,948,5666,36,40780,0
65,18408,397,12329,48,22902,1
26,18326,289,10837,36,18005,1
62,32816,231,24643,72,64432,1
42,27457,919,16964,36,23984,1
20,31242,1011,20759,24,14851,1
30,35730,663,6786,60,53202,0
46,29017,202,6794,48,38853,1
36,20001,968,7692,48,16036,1
58,34960,596,11449,60,54924,1
45,32395,418,3417,72,65381,0
74,22994,272,5814,24,12945,0
23,21086,709,4758,12,4228,0
51,40309,292,17625,60,65771,1
31,56165,300,15725,36,60717,1
46,33234,594,4781,60,49964,0
18,31507,519,11859,36,28961,1
32,41266,344,6549,24,28329,1
33,17655,433,15116,48,17115,1
56,20551,813,10569,48,19975,1
67,47110,363,52155,12,15538,1
49,28484,188,7861,48,41944,1
21,68431,80,25650,36,72232,1
56,30845,1137,19682,36,24642,1
46,43017,391,4520,24,29411,1
20,37533,331,22518,60,60501,1
51,28012,815,15520,24,14350,1
18,36604,45,21209,72,79283,1
64,40149,311,7052,48,54080,1
68,33825,556,21237,48,43637,1
66,13000,556,4640,24,2621,0
52,34380,263,7937,48,43427,1
58,22162,597,6606,36,17746,1
24,37251,1177,10725,48,40249,0
19,24174,338,22576,12,7766,0
27,49540,569,29564,24,32784,1
21,32598,341,15247,48,41385,1
46,49860,1061,20882,24,31694,1
37,30416,546,9303,48,35927,1
46,37447,598,6645,60,60199,1
21,36169,458,12060,60,57017,0
64,19821,177,29732,36,16554,0
61,37542,268,2644,12,9700,1
71,24678,95,14145,60,47435,1
51,31188,281,12978,48,41383,1
68,37664,568,4226,36,33007,0
28,67627,286,14592,60,90000,1
31,44692,403,11722,48,58441,1
31,26728,486,9745,36,28505,0
61,30298,76,13755,36,32540,1
61,34919,121,6245,12,10406,1
46,22781,1211,4923,12,4951,1
19,18123,87,10228,48,25331,0
18,26802,977,12901,60,32253,0
47,19578,432,52658,72,36514,1
65,61649,200,26439,60,90000,1
24,50740,129,9333,60,89496,1
59,27935,134,3576,72,55319,1
70,46822,66,8136,60,82877,1
19,22807,296,15711,48,30845,1
61,59810,901,31545,48,75693,1
38,17851,575,16473,48,18496,1
25,46714,577,8312,24,30163,1
42,49584,1030,26007,24,27224,1
74,63507,332,13899,36,63934,1
29,17328,346,6468,60,25775,0
35,26531,154,22064,60,43776,0
41,15927,566,6005,36,13536,1
34,70984,309,8375,60,90000,0
37,21378,709,11602,24,11050,0
50,35720,241,22801,36,36885,1
65,55753,610,12149,72,90000,0
27,41121,324,10403,24,25218,1
48,127950,583,7597,24,90000,1
50,42378,341,9306,36,45546,1
47,37042,712,9157,24,20310,1
38,35913,202,10855,36,36741,1
68,48552,103,14666,36,49585,1
33,35114,892,16657,36,29987,1
63,34607,745,25027,48,38815,1
22,24507,565,6249,24,12487,1
70,26893,204,5996,36,27341,1
54,48530,241,6873,24,35858,1
50,55210,136,15532,36,61951,1
27,51347,53,9520,36,55443,1
32,25703,78,9168,24,17093,1
69,21007,760,15939,36,15106,0
22,29768,522,16190,60,44407,1
57,31714,147,6086,24,22118,1
38,24753,412,20430,60,42269,1
26,23842,244,5919,36,23362,1
23,74646,382,17771,72,90000,1
26,30729,513,10953,36,28416,1
49,32849,275,47075,36,33274,0
75,21113,415,6829,72,35800,1
59,51927,290,14895,36,54247,1
18,39725,179,17088,36,39787,1
55,28589,434,4399,60,45560,1
49,15380,699,15975,72,18610,0
22,50093,521,18956,72,90000,1
30,43068,357,8933,12,15292,1
31,28809,475,6484,36,27076,1
48,54738,199,8491,36,55786,1
30,36097,440,16293,60,61419,0
59,42040,501,27414,60,67510,1
68,15845,1301,15019,60,10218,0
65,45704,540,2189,12,15867,1
58,28070,218,12446,24,21170,1
65,29720,683,7590,48,30460,1
39,24889,315,5759,24,13468,1
39,58971,841,13024,36,55514,1
53,59854,693,9642,24,35914,1
35,44727,516,8814,36,41564,1
41,18306,339,18368,36,16746,1
19,25852,407,3946,24,16135,1
50,32886,329,10823,36,34089,1
29,31004,523,14383,48,36064,0
67,43624,333,12130,36,44938,1
66,38387,92,38178,60,70749,1
43,19240,876,7394,60,23858,1
40,25409,701,44431,48,25058,1
23,60470,801,11228,60,90000,0
42,26158,356,13775,36,27321,1
43,25843,777,5082,36,19233,1
37,37324,313,28037,24,25936,1
24,28183,400,13859,36,27137,1
31,15254,576,4927,36,13166,1
40,42745,491,12595,24,28243,1
38,45004,38,13888,48,62751,1
65,27422,635,14497,36,22375,1
61,87224,385,6711,24,63804,1
37,39489,207,9076,24,26126,1
61,70127,453,15414,24,48513,1
30,42754,470,6535,36,44227,1
74,47178,138,9828,48,63695,1
22,41489,1031,11726,36,34459,1
68,37418,779,17831,12,11864,1
27,21415,174,4081,24,12520,1
46,47872,217,16220,48,67464,1
24,25811,102,8064,12,5227,1
56,28796,253,3740,36,29175,1
58,41592,806,20991,36,40367,1
39,27069,366,12048,48,32839,1
28,52998,309,9795,36,53027,1
27,43106,1013,10380,48,50177,1
34,41246,159,5582,36,44841,1
62,61304,615,10383,36,62851,1
70,26518,429,12141,24,21742,0
18,41367,713,26270,48,50330,1
63,32584,665,10205,24,18863,1
48,13000,1484,7557,24,500,0
22,48014,416,18179,60,77594,1
59,19779,304,7973,60,28990,1
20,42052,804,7631,12,10212,1
20,24970,405,6706,36,21437,1
58,33400,541,28625,60,52595,1
19,27318,143,3793,24,21181,1
43,41779,236,21763,36,42259,1
23,45505,211,7754,36,48856,1
40,25842,340,13898,60,42464,1
60,43302,677,20611,60,67143,1
50,34863,89,14125,36,39905,0
28,20811,119,7155,48,26986,1
47,26485,325,7644,48,33122,1
57,30729,409,18735,72,56794,1
20,22362,214,11898,12,7168,1
67,120484,260,5241,60,90000,1
64,58297,889,7444,48,75671,1
44,42478,508,9681,72,81713,0
44,33513,150,8550,72,69551,1
59,56400,214,14288,36,58295,0
24,22373,468,24674,48,26334,1
40,33558,234,2214,72,69044,0
27,27930,752,10912,36,20940,1
23,120072,113,12209,60,90000,1
41,14398,533,4805,48,13472,0
44,20080,318,12307,60,30535,1
54,38717,265,8878,48,54602,0
20,48561,703,16823,36,45534,0
32,27783,343,6781,48,38144,1
66,30782,880,18558,48,33235,1
60,41921,124,2977,24,28327,1
74,82292,503,7609,36,85314,1
29,13575,541,7747,60,15220,1
35,31178,1252,6080,36,23328,0
61,26870,239,4364,36,29155,1
19,18650,646,10408,36,18689,0
23,19938,315,12730,36,16039,1
23,41523,826,20456,60,59373,1
51,18859,1277,9654,60,15786,0
73,38007,620,14986,48,48839,1
22,41647,420,8184,12,14742,1
67,27000,240,10011,36,27822,1
34,54214,1057,10503,48,63625,1
29,18469,749,26379,36,10059,0
69,21946,336,8382,24,14426,1
37,31273,413,32049,24,19407,1
40,49115,697,7762,36,47627,1
32,45092,101,6529,48,63653,1
63,37336,1000,9450,60,54137,1
20,27144,604,9877,48,29955,1
34,35362,675,6268,24,23058,1
55,31240,262,18712,24,19794,1
65,23075,881,7116,36,18642,1
31,36537,640,7894,60,54383,1
27,38880,668,12300,48,50663,0
40,16403,242,12925,36,16118,1
34,63092,193,4181,72,90000,1
19,75267,393,17916,48,90000,1
32,19485,479,8627,36,15158,1
41,55271,566,24547,24,37060,1
60,32157,771,9352,36,30270,0
34,49069,362,4046,36,51013,1
71,15394,572,6813,48,15787,1
71,38701,1062,9155,36,32459,1
57,76210,1235,10234,24,49060,1
66,46086,249,7554,24,33290,1
40,39345,196,7652,36,39392,1
19,28134,936,14279,48,28817,1
74,53382,231,20371,24,37488,1
42,28802,1284,8086,48,25333,1
53,43570,547,17730,48,57150,0
67,36074,633,35864,36,31908,1
75,31124,374,4672,24,20477,1
39,29668,1401,9124,60,33520,1
72,26499,831,11014,60,30547,1
45,37677,353,7213,24,23128,1
21,69250,562,10188,60,90000,1
36,60088,1015,54504,12,18727,1
29,38468,1135,10421,60,52307,1
23,30905,277,8561,48,40000,1
38,35115,832,11957,12,9320,0
32,21612,157,11499,36,18212,1
60,55685,874,9935,48,69004,1
46,38692,189,9400,36,39306,1
60,23603,1402,9646,24,7481,1
54,38860,342,30240,36,39085,0
55,18451,591,5655,12,7327,0
29,35453,864,12280,48,39409,1
53,13394,1020,7440,60,7622,1
22,24358,218,7278,12,9140,0
62,36007,1104,12142,36,28058,1
65,63949,493,13232,48,89305,1
27,42672,371,19345,12,14191,0
40,48909,850,8931,60,76141,0
34,57021,494,14252,72,90000,1
37,46073,472,10193,72,85506,1
53,40494,220,5563,72,84883,1
45,49248,1049,11713,48,57304,1
19,22574,303,17911,72,43929,1
69,34352,705,9424,72,59911,1
47,58336,247,12035,48,82646,1
23,47730,585,17161,12,18468,1
53,38398,171,10705,36,38381,1
63,39713,484,13073,48,54647,1
55,36076,50,13130,24,23226,1
29,32403,1111,21978,36,23535,1
29,30817,45,20701,48,44626,0
70,73693,414,4452,48,90000,1
22,30592,350,14388,60,47019,1
62,22901,603,13865,48,26944,1
34,56636,285,16878,36,59091,1
32,43765,1014,4861,24,27183,1
57,46012,527,10596,36,48288,1
24,58893,88,8347,48,81681,0
32,28395,897,36756,48,30844,1
43,32216,447,12472,48,41354,1
33,57645,265,3732,72,90000,0
38,46588,654,15694,24,30238,1
24,50673,95,21713,36,54614,1
72,33410,241,15431,36,30444,1
69,62480,176,13917,36,65265,1
47,79090,272,13274,24,56330,1
43,43957,558,13175,24,30272,1
43,33013,1677,7230,48,28509,1
28,22168,497,13158,36,20767,1
36,48049,117,12388,24,36304,1
71,80828,188,5815,60,90000,1
41,64557,364,7269,48,88414,1
58,17504,711,34999,36,13378,0
65,25953,224,10227,12,7087,1
60,87323,455,8218,24,57878,1
61,35083,567,5591,48,43339,1
51,24105,69,13125,36,25919,1
48,23550,310,13570,60,38398,1
43,35384,556,17450,24,20275,0
67,29367,575,13278,36,25539,1
75,46055,52,21124,60,81402,1
72,72185,537,7820,72,90000,0
21,50279,113,12491,24,35060,1
73,38915,554,8393,24,24837,1
63,36746,1554,29269,48,34715,0
56,35075,1032,25907,60,48694,1
26,24608,447,22756,36,22899,1
40,34888,1325,9702,48,34388,0
59,28274,277,7435,36,29319,1
56,32002,777,12811,72,53904,1
25,32291,587,10450,36,29916,1
32,45826,448,1930,24,32346,1
23,34072,58,8093,48,48739,1
47,47354,503,7558,12,14029,1
27,44380,128,12160,24,32605,1
73,38235,924,15799,48,42020,1
48,27183,625,21851,36,24527,1
43,26326,147,2113,24,15472,1
28,18658,490,9697,48,21210,1
35,49464,692,18912,36,51165,1
41,26517,670,16225,72,45372,1
71,33917,204,14168,36,31850,1
65,29480,258,7323,48,36752,0
27,18913,615,8263,72,30532,0
52,34941,797,4027,12,10216,1
41,34719,725,12832,36,31582,1
37,30397,472,5485,36,27298,0
47,34750,444,4401,36,30401,1
69,53383,370,12196,48,74528,1
50,66260,290,27272,24,44962,1
64,45125,369,18872,72,90000,0
75,26196,532,8920,12,6307,1
23,23105,295,7360,48,30296,1
37,38046,737,25991,48,43956,0
64,34575,434,14994,48,46137,1
58,48299,381,8030,48,66638,1
28,38708,1618,12408,72,50913,0
46,42735,181,7792,12,16853,1
47,34244,139,10015,12,13803,1
41,38677,114,7965,48,53976,1
39,32813,929,11192,72,53285,0
72,87980,92,18677,12,29447,1
22,25329,193,16804,60,43288,1
70,23734,436,15386,36,20484,0
40,55485,494,9675,48,72565,1
68,37913,889,30474,48,41799,1
32,38448,381,3884,36,37291,1
48,25088,658,11116,36,21131,1
67,49726,515,7307,24,32798,1
67,22048,217,4421,36,21663,1
58,35820,158,11179,12,13270,1
68,55435,660,6072,24,37296,1
60,42439,300,7597,36,41977,1
57,30296,431,13669,24,21265,1
34,41982,217,21641,60,73450,1
53,40950,944,17346,12,12697,1
56,45510,56,10652,72,90000,1
56,44954,190,5362,60,79138,1
58,48554,793,7741,36,49624,1
32,42843,957,4941,36,36494,1
33,28220,669,8807,36,26091,0
62,44402,148,24965,60,80798,1
22,38288,1153,9493,24,22765,1
73,45530,905,9392,72,79596,0
28,27222,870,9761,24,12854,1
39,34588,453,14776,24,21340,1
71,28098,443,8403,12,10518,1
65,31876,81,19811,24,25276,1
63,20821,422,11361,36,16637,1
54,61385,370,16199,24,39573,1
72,26199,435,22119,36,22046,0
49,34138,349,6518,12,6155,0
34,25148,185,6084,36,22718,1
59,21415,616,16340,36,18596,1
34,30825,349,14355,36,29452,1
30,29812,396,3199,12,8099,1
21,28920,353,5088,24,19556,1
24,13880,623,16340,60,18774,1
34,33413,402,9819,48,44740,1
54,26679,436,12009,12,6984,1
26,19740,174,8306,48,28347,1
19,35347,555,5497,36,35680,1
27,62710,424,18337,24,43004,0
54,34782,666,7039,48,42448,0
42,23778,587,6290,48,27419,0
31,29880,739,8603,48,33132,1
44,49884,197,9858,36,51990,1
72,25475,85,4122,12,9056,1
49,21795,2183,16056,48,5741,0
18,44238,458,9843,60,71007,1
20,42406,238,5947,36,46902,1
41,61806,342,8600,72,90000,1
42,30601,949,15364,24,15081,0
40,36272,1691,3750,36,24032,1
25,46725,111,15866,24,33764,1
22,30009,202,11137,48,40271,1
37,42076,556,6286,24,27386,1
24,38977,246,20870,24,26276,1
44,40293,218,26699,36,41492,1
25,22461,215,7456,12,8314,1
52,37650,1193,5224,12,13240,1
24,39996,672,6508,36,36130,1
25,30296,1291,24513,36,20303,1
54,82942,246,20183,36,87373,1
51,79576,808,15459,60,90000,1
18,31181,222,8759,72,62708,1
20,24618,370,7455,36,21979,1
35,30633,932,21919,24,15819,1
66,60104,178,11680,24,40584,1
40,25861,142,37052,36,29522,1
43,60353,1020,8832,48,75255,1
64,50797,357,30588,24,35855,1
49,52645,89,5818,12,19275,1
34,31577,2040,5329,24,9197,0
60,42370,260,23657,60,70941,0
59,21109,349,14100,36,16259,1
61,36096,134,26887,36,40726,1
24,46575,279,20446,60,80186,1
32,32199,485,9783,36,29946,1
63,19617,454,12152,48,22925,1
35,58271,246,6737,36,60839,1
33,54242,681,4018,24,31499,1
74,56730,629,12500,36,55670,1
70,44257,1221,12743,48,49798,0
66,76691,14,2667,48,90000,1
28,28653,585,20067,36,23604,1
58,18559,287,14296,36,17477,1
74,51195,469,8267,12,16779,0
48,28338,284,5413,24,17937,1
66,31617,451,12402,48,39043,1
25,41992,460,7350,24,25964,1
21,31343,137,15412,36,31906,1
48,34972,503,3495,12,9499,1
34,28136,106,11770,60,49725,0
44,19609,561,9207,36,13541,1
25,55786,342,6466,24,39160,0
50,35286,190,25134,36,37153,1
24,32296,76,6794,48,42593,1
57,33507,876,8178,36,28524,1
22,20691,345,12739,36,20567,1
24,39256,512,45283,48,52850,1
74,24358,427,9039,72,47362,0
73,28008,393,15052,36,27397,1
56,23874,488,16942,24,13027,1
57,30948,1764,7091,24,11076,0
60,50949,691,10691,36,51979,1
73,17445,285,40999,36,16214,1
57,35933,582,25159,36,31492,1
19,15186,305,6688,24,10047,0
70,20484,506,10088,36,17312,1
57,23461,442,5042,72,41602,1
29,37463,415,16740,36,36422,1
52,53790,327,17513,36,51789,1
18,17066,718,5611,36,13172,0
55,31398,344,13725,12,9568,0
68,77380,350,3785,36,81155,1
72,23657,914,16507,60,31500,1
18,31169,385,3958,24,21362,1
19,24774,1723,11182,36,11414,1
21,32330,611,6497,48,42331,0
29,38915,293,23409,36,38521,1
42,70853,86,13773,36,75355,1
65,36072,254,4070,36,34992,1
31,18731,996,14524,60,18993,1
21,18574,125,12122,36,19965,1
44,17188,343,5114,48,20219,1
66,21388,1204,5112,60,19709,0
54,38263,287,7392,48,50599,1
47,29093,96,2623,24,21291,1
21,41086,94,9090,36,44629,0
39,36675,448,13259,48,47525,1
58,48378,662,15875,48,58786,1
56,23958,420,7897,24,14965,1
42,22083,949,8452,24,9807,0
49,25687,497,16230,48,34341,1
35,30684,259,12401,24,20571,1
67,35794,487,9113,24,24879,0
20,27918,244,6308,36,27081,1
63,50939,297,13823,48,68197,1
65,54195,48,10665,36,57590,1
51,46451,1125,10048,12,12806,1
62,43312,409,10790,60,67887,1
24,15931,1106,5639,48,6894,1
51,60522,318,5893,24,44956,0
49,35765,147,5836,24,25230,1
70,21465,558,4650,72,39555,0
72,76528,496,5474,24,52710,0
69,51238,1029,10594,24,32256,1
19,61250,889,13642,36,52409,1
51,49852,239,8409,60,85916,1
62,42642,1617,19712,24,22917,0
43,23883,274,22695,72,44713,1
28,62807,417,3346,60,90000,1
37,50165,495,12930,60,82841,0
68,45344,568,12239,24,32584,0
41,34102,194,4920,36,35503,0
51,45731,65,11074,12,16621,1
70,37378,327,8459,48,50645,0
61,43628,110,9252,60,76116,1
24,48504,344,24452,36,46424,1
24,21534,167,9390,60,38706,0
65,26116,404,6169,48,32718,1
56,51240,275,14412,12,15918,1
37,45305,422,8306,60,76119,1
67,28996,240,18935,12,11441,1
62,20367,174,8103,60,34868,1
49,25687,116,21311,24,20101,0
25,73898,380,12975,48,90000,1
43,52974,280,7746,36,53523,1
47,25023,283,8099,36,27784,1
55,44218,323,12781,36,46951,1
66,26888,402,5043,60,44049,0
25,40442,698,12234,12,11186,1
58,29092,296,8360,24,19180,1
51,20335,105,9921,36,18670,1
40,51420,413,13763,24,35360,1
64,33782,681,7143,36,28934,1
19,33665,539,12963,36,31335,1
70,89445,46,7854,36,90000,1
28,59454,1006,7468,24,38650,1
34,38640,1015,7387,72,60601,0
21,28996,241,3375,36,31670,1
50,21002,189,1790,12,9921,1
68,30470,394,33663,24,20733,0
62,53471,233,7483,36,57514,1
74,73552,950,6113,48,90000,1
57,25809,607,11414,48,31733,0
55,29992,803,20824,36,26838,1
67,51026,375,7496,24,32879,1
43,19986,344,17833,36,16748,0
25,23079,441,7122,12,2330,1
55,37526,487,7633,24,23977,1
74,50550,298,11689,24,32804,0
37,22810,168,15614,24,15225,1
30,42390,650,14877,48,49499,1
26,48124,612,21632,48,60657,1
52,23064,956,5797,60,25312,1
26,62355,317,9038,12,19271,1
64,13000,606,4979,36,8445,1
