age,annual_income,monthly_debt,avg_monthly_balance,overdraft_usage,approved
55,54312,811,1447,0.343,1
71,26421,419,1698,0.332,1
38,49949,462,2214,0.329,1
70,40429,595,931,0.339,1
19,38951,676,1561,0.557,1
21,35031,190,555,0.454,1
67,18715,482,332,0.244,1
64,23597,233,742,0.069,0
42,46833,2171,2838,0.047,0
18,89892,257,4481,0.388,1
33,16425,544,1972,0.398,1
71,26094,271,2281,0.172,1
25,42556,708,1555,0.238,1
39,27278,515,1725,0.193,1
36,28585,347,458,0.301,1
35,27548,535,2250,0.078,1
59,79121,392,4624,0.202,1
26,23737,444,-9,0.141,1
27,20807,1010,939,0.463,1
46,30701,396,1742,0.109,0
54,12473,1434,440,0.327,0
32,47422,292,3093,0.452,1
37,15380,410,1490,0.266,1
49,26412,171,-541,0.221,1
53,38587,346,2428,0.052,1
64,31627,458,1517,0.21,1
55,26392,205,2155,0.426,1
59,36564,209,1280,0.072,1
59,35532,241,1061,0.503,1
31,27250,594,33,0.225,1
62,46020,1138,156,0.104,0
20,22738,481,1627,0.253,0
29,34023,228,2591,0.273,1
56,54861,320,2334,0.161,1
44,27563,172,1876,0.291,1
70,26964,177,971,0.006,1
42,24694,270,218,0.071,1
41,33249,220,2322,0.084,1
19,17685,540,152,0.145,0
35,11470,271,1680,0.064,1
18,32751,306,1532,0.197,1
75,26079,274,2165,0.064,1
51,16759,665,3480,0.087,1
31,38160,494,2794,0.0,1
28,51088,896,512,0.008,0
29,22641,200,1371,0.154,1
34,31040,289,2055,0.057,1
59,18542,610,988,0.076,0
40,40200,44,489,0.167,1
19,15917,357,2973,0.579,0
53,61701,202,910,0.057,1
40,34740,509,1115,0.335,1
56,45814,438,1197,0.51,1
36,37483,816,2224,0.093,0
68,24356,295,1649,0.162,1
75,14555,767,-532,0.15,0
29,16207,955,1117,0.008,0
57,20911,566,1458,0.469,1
22,24417,435,1187,0.329,1
39,27350,1789,511,0.422,1
64,37710,700,-57,0.026,1
47,14249,526,1653,0.063,1
41,21474,270,1264,0.37,1
73,18093,398,-47,0.1,0
19,27052,920,346,0.402,1
62,28711,832,642,0.1,1
74,58102,87,1176,0.387,1
18,27965,746,2236,0.174,1
19,28736,177,1112,0.112,0
21,33800,215,1681,0.606,1
34,19608,117,1053,0.498,0
37,16512,808,909,0.047,1
73,30359,917,1423,0.113,0
66,39920,758,1253,0.125,1
50,15490,548,1397,0.362,1
75,37393,191,473,0.048,1
48,21670,854,715,0.138,1
39,16543,215,100,0.093,1
34,53386,605,842,0.001,1
37,24491,469,2070,0.038,1
65,24468,1327,1812,0.0,0
21,28223,336,1022,0.0,1
50,27504,395,1664,0.446,1
55,15490,183,1701,0.158,1
69,64367,281,2035,0.0,1
75,9000,535,776,0.644,0
28,54928,736,1465,0.098,1
69,66175,414,-172,0.399,1
71,33927,325,-434,0.35,1
21,33329,662,370,0.604,1
26,13802,350,1288,0.093,0
65,18793,317,874,0.612,1
26,44598,167,652,0.0,1
62,29920,243,2239,0.333,1
42,45952,337,1351,0.321,1
20,32309,483,499,0.133,1
30,58118,132,2899,0.0,0
46,51441,144,2059,0.296,0
36,80434,453,2891,0.268,1
58,49531,454,-130,0.226,1
45,20242,99,2220,0.609,1
74,24174,151,-331,0.266,1
23,16201,100,237,0.057,1
51,24614,101,2250,0.088,1
31,24040,68,768,0.365,1
46,18561,1299,1870,0.062,1
18,20096,426,954,0.077,1
32,17483,111,1847,0.321,1
33,23653,269,1289,0.21,1
56,26081,252,2110,0.123,1
67,95158,444,2126,0.037,1
49,13713,172,512,0.507,0
21,26511,371,1983,0.126,0
56,13543,616,2122,0.24,1
46,19231,969,1584,0.397,0
20,19031,97,1354,0.008,1
51,19212,599,1908,0.279,1
18,37244,300,2065,0.507,0
64,30026,350,3,0.618,1
68,58326,378,56,0.663,0
66,18062,1905,485,0.291,0
52,20590,337,1391,0.209,1
58,30302,159,1929,0.308,1
24,26047,378,1040,0.185,1
19,21330,154,1850,0.226,1
27,33173,617,2108,0.441,1
21,33562,146,328,0.462,1
46,41246,440,286,0.224,1
37,43846,47,3137,0.258,1
46,28438,780,1403,0.124,1
21,42225,619,2435,0.228,0
64,28338,218,2792,0.154,1
61,46522,540,550,0.373,1
71,9000,235,1816,0.0,1
51,38901,1120,438,0.274,1
68,43385,613,2500,0.179,1
28,26963,261,837,0.393,1
31,39144,1292,1272,0.267,1
31,34886,421,617,0.214,1
61,34820,176,2250,0.521,1
61,17132,418,2048,0.381,1
46,22792,202,1335,0.031,1
19,19100,1328,346,0.092,1
18,20035,183,1499,0.055,1
47,29928,235,-543,0.0,1
65,33270,143,669,0.544,1
24,35027,102,1996,0.302,1
59,42941,74,123,0.091,0
70,58193,507,2240,0.118,0
19,18293,173,31,0.129,1
61,22040,323,476,0.162,1
38,30380,551,1315,0.117,1
25,21628,638,2950,0.2,1
42,33677,781,2328,0.067,1
74,21758,449,1970,0.469,1
29,25631,717,1688,0.131,1
35,22011,494,1018,0.052,1
41,32026,232,3312,0.26,1
34,34488,184,1405,0.073,1
37,34440,504,1565,0.089,1
50,20172,460,1175,0.073,1
65,20636,936,1828,0.135,1
27,25809,23,1635,0.273,1
48,24513,429,1599,0.279,1
50,32989,168,1543,0.075,1
47,32125,68,1455,0.255,1
38,11129,486,1623,0.033,1
68,10829,304,501,0.341,1
33,28743,324,144,0.288,1
63,17384,152,1719,0.044,1
22,11347,251,-61,0.432,0
70,23856,266,1370,0.429,1
54,29480,330,1176,0.294,1
50,11149,715,429,0.522,0
27,20044,866,548,0.0,1
32,47289,765,1560,0.136,1
69,28595,657,1060,0.0,1
22,25044,263,1258,0.43,1
57,30540,148,1895,0.184,1
38,44984,364,1588,0.089,1
26,23624,1561,1509,0.454,1
23,9000,193,-464,0.052,0
26,56727,571,2228,0.275,1
49,39910,355,2934,0.423,0
75,47924,405,2374,0.544,1
59,32285,74,2619,0.54,1
18,15058,260,1095,0.318,0
55,24237,124,371,0.46,1
49,25241,338,2486,0.138,1
22,30198,237,3582,0.196,1
30,25279,722,509,0.106,1
31,35709,446,2333,0.356,1
48,47629,112,1580,0.215,0
30,23146,251,1393,0.31,1
59,53410,83,2678,0.234,1
68,14870,45,434,0.238,1
65,17960,814,2317,0.197,0
58,25550,64,829,0.0,1
65,23524,82,1553,0.308,1
39,13832,653,971,0.0,1
39,30625,759,2282,0.184,1
53,37766,374,1384,0.642,1
35,13692,819,-319,0.201,1
41,18988,94,1390,0.169,1
19,43654,247,2347,0.086,1
50,11582,146,1055,0.157,0
29,35526,588,1159,0.164,1
67,19999,876,1465,0.43,0
66,43359,311,433,0.087,1
43,24227,343,1184,0.198,1
40,14597,168,1237,0.111,1
23,10667,571,1607,0.075,1
42,16268,879,1510,0.063,1
43,39074,185,1890,0.066,1
37,31306,287,2104,0.313,1
24,27084,369,589,0.607,1
31,28542,79,1323,0.312,0
40,41632,74,819,0.17,0
38,20935,828,769,0.49,0
65,16934,675,1524,0.0,0
61,56149,297,2662,0.0,1
37,22129,515,-648,0.094,1
61,32677,248,345,0.0,1
30,24019,813,1540,0.049,1
74,21119,465,384,0.342,1
22,58783,289,3169,0.214,1
68,41752,427,893,0.298,1
27,29401,294,498,0.07,1
46,23024,764,1477,0.11,1
24,12151,86,1317,0.198,1
56,35479,324,2670,0.051,1
58,31282,1045,1244,0.27,1
39,13841,178,214,0.155,1
28,50825,506,986,0.0,1
27,35640,344,633,0.17,1
34,39296,758,1726,0.173,0
62,79481,314,2179,0.142,1
70,15636,120,1809,0.473,1
18,29363,225,2772,0.128,1
63,13511,244,720,0.039,0
48,14785,1123,1060,0.126,1
22,19074,1994,-388,0.09,0
59,59224,38,1596,0.332,1
20,22514,496,3323,0.23,1
20,22350,767,2072,0.497,1
58,34634,1233,593,0.01,1
19,31320,170,1458,0.163,0
43,14520,211,1205,0.199,1
23,19944,525,1130,0.146,1
40,33895,147,1812,0.139,1
60,10773,254,170,0.355,1
50,36247,971,466,0.264,1
28,56779,992,2749,0.15,1
47,20707,353,1175,0.139,0
57,40370,330,1012,0.133,1
20,11595,168,1196,0.479,1
67,53288,186,1853,0.235,1
64,31665,961,2650,0.004,1
44,14689,526,-229,0.237,0
44,24038,324,1477,0.141,1
59,14729,490,121,0.07,0
24,26069,341,1165,0.412,1
40,16742,617,-76,0.203,0
27,39049,462,202,0.125,1
23,18314,359,930,0.027,1
41,13000,627,2064,0.411,1
44,21676,82,1738,0.141,1
54,14970,515,-102,0.212,0
20,22264,330,1829,0.504,1
32,29412,824,1086,0.031,0
66,30008,750,1838,0.298,1
60,23213,38,1484,0.081,1
74,28150,39,2311,0.284,1
29,31040,39,1593,0.226,1
35,25769,454,1012,0.269,1
61,17752,221,521,0.216,1
19,29244,617,-612,0.175,0
23,13100,246,1603,0.612,1
23,37725,198,1470,0.136,1
51,28547,1016,1296,0.142,1
73,56846,809,616,0.0,1
22,36621,787,1630,0.027,0
67,24472,1187,1021,0.178,1
34,26444,215,1677,0.165,1
29,29823,1220,1018,0.011,1
69,43934,526,422,0.505,1
37,25637,566,363,0.074,1
40,9000,488,205,0.168,0
32,21829,366,1505,0.124,1
63,30637,454,1554,0.15,1
20,12948,833,469,0.109,1
34,26638,647,677,0.217,1
55,35573,158,1168,0.184,1
65,31015,713,746,0.34,1
31,52805,135,1778,0.064,1
27,34599,93,2360,0.172,0
40,17070,940,576,0.188,0
34,23738,467,918,0.202,1
19,40921,480,1230,0.363,1
32,22491,695,1895,0.291,1
41,36441,296,1303,0.008,1
60,50519,437,1880,0.15,1
34,13313,242,790,0.259,1
71,19928,204,-211,0.462,0
71,27616,255,-1167,0.13,1
57,37573,1371,2410,0.126,1
66,25665,232,2224,0.017,1
40,27025,961,821,0.378,1
19,20736,232,1391,0.246,1
74,59019,161,1108,0.316,1
42,26317,270,1655,0.225,1
53,26477,18,410,0.368,1
67,9000,550,520,0.059,0
75,48609,51,2494,0.388,1
39,24544,166,1468,0.246,1
72,34227,282,2452,0.228,0
45,9000,335,1671,0.017,1
21,44651,393,2204,0.296,1
36,46045,574,951,0.211,1
29,39143,1558,679,0.338,1
23,41282,421,1386,0.392,1
38,37873,373,1769,0.0,1
32,15318,744,951,0.242,1
60,26434,1056,2240,0.136,1
46,9000,278,231,0.139,1
60,24623,659,-182,0.564,1
54,35276,95,1225,0.625,1
55,27299,132,2477,0.127,1
29,43455,226,957,0.0,1
53,39998,294,1447,0.112,1
22,29341,925,3415,0.744,1
62,23603,687,826,0.284,1
65,40413,657,1647,0.162,1
27,19412,177,164,0.053,1
40,24160,596,1344,0.422,1
34,21131,117,519,0.339,1
37,26224,236,3250,0.31,1
53,39888,499,2204,0.394,1
45,16461,219,565,0.015,0
19,26979,414,1101,0.075,0
69,47137,159,-249,0.029,0
47,14359,645,1523,0.318,0
23,65651,400,2084,0.081,1
53,36574,577,1258,0.338,1
63,32304,914,728,0.091,0
55,29019,388,1163,0.089,1
29,24154,374,1537,0.113,0
29,24000,1166,2101,0.069,1
70,44735,475,1476,0.525,1
22,31796,76,655,0.196,0
62,55027,814,1077,0.384,0
34,53563,544,1557,0.113,1
32,24903,318,1546,0.387,0
57,47102,145,1839,0.286,1
24,42697,139,-15,0.143,1
32,40831,674,1300,0.417,0
43,12326,75,2137,0.475,1
33,28601,1248,2083,0.39,1
38,24000,883,2911,0.484,0
24,12273,168,1647,0.116,1
72,61361,67,2078,0.318,1
69,40999,90,1271,0.134,1
47,23116,873,1425,0.249,1
43,30524,1033,684,0.098,1
43,13536,343,726,0.053,1
28,25436,467,903,0.291,1
36,31799,568,1253,0.246,1
71,13955,760,2360,0.258,1
41,19795,275,1050,0.1,0
58,37335,403,1988,0.0,1
65,27460,452,33,0.035,0
60,67896,621,2325,0.448,1
61,21341,824,555,0.375,1
51,21402,142,1863,0.171,1
48,22558,121,1701,0.058,1
43,15102,61,-135,0.061,1
67,43715,720,1432,0.21,0
75,45804,301,3068,0.162,1
72,32168,233,67,0.358,1
21,18177,599,-332,0.682,1
73,20370,375,627,0.111,1
63,14595,430,1301,0.07,1
56,24965,802,406,0.14,0
26,25651,247,768,0.469,1
40,41465,642,3371,0.069,0
59,27780,803,478,0.306,0
56,20784,1492,-529,0.064,0
25,29176,318,-98,0.436,1
32,23288,849,1536,0.495,0
23,22808,167,666,0.363,1
47,49262,678,260,0.159,1
27,50317,115,1450,0.126,1
73,60005,317,2281,0.073,1
48,18724,469,90,0.28,1
43,18977,509,-361,0.373,1
28,42282,569,1438,0.161,1
35,40265,422,1720,0.205,1
41,23537,439,996,0.025,1
71,60492,898,1576,0.171,1
65,36507,248,400,0.16,1
27,29841,331,477,0.039,1
52,24639,1181,-441,0.457,0
41,24815,290,1360,0.327,1
37,30061,390,747,0.198,1
47,27524,416,2251,0.291,1
69,22545,241,1386,0.21,1
50,27465,575,1080,0.036,1
64,23716,292,1657,0.093,1
75,33696,226,401,0.027,1
23,11543,357,847,0.146,0
37,21270,308,3349,0.177,1
64,78642,434,2738,0.099,1
58,17686,61,1981,0.059,1
28,61539,83,1361,0.341,1
46,40683,187,1373,0.192,1
47,48374,596,1071,0.132,1
41,47496,555,2276,0.144,1
39,31528,283,2951,0.033,1
72,20443,67,168,0.225,1
22,27849,1087,2508,0.317,1
70,20705,609,1857,0.343,1
40,16695,515,-471,0.205,1
68,51327,275,534,0.283,1
32,42850,492,2316,0.358,1
48,17033,309,3049,0.018,0
67,38991,288,1733,0.342,1
67,20715,340,325,0.095,1
58,60610,666,1765,0.109,1
68,20404,905,139,0.77,1
60,35732,116,1304,0.067,1
57,20523,446,-127,0.123,1
34,38370,306,1021,0.043,1
53,44080,194,2244,0.616,1
56,28978,164,1634,0.358,1
56,14961,178,1091,0.502,0
58,16368,789,1582,0.555,1
32,23191,463,1981,0.114,1
33,24074,734,3031,0.179,0
62,47041,423,2931,0.069,1
22,27110,448,2376,0.139,1
73,32626,832,1371,0.074,1
28,29558,1087,223,0.345,1
39,54860,117,2579,0.518,1
71,27126,480,1040,0.231,1
65,21778,66,2197,0.008,0
63,50812,769,1735,0.694,1
54,22112,455,228,0.109,0
72,27691,186,1887,0.222,1
49,46745,422,2575,0.112,0
34,51296,266,646,0.0,1
59,33540,486,1188,0.59,1
34,21022,360,1416,0.003,1
30,37396,329,2201,0.215,0
21,30671,224,2978,0.492,0
24,26322,965,527,0.246,0
34,27358,100,1797,0.0,1
54,31682,100,2927,0.588,1
26,43704,859,2631,0.222,0
19,61892,687,2350,0.046,1
27,91336,75,3220,0.233,1
54,26341,632,623,0.215,1
42,25452,28,765,0.026,1
31,33751,52,1921,0.263,1
44,10408,1304,564,0.317,1
72,25037,211,-437,0.142,0
49,19828,263,1237,0.332,1
18,63916,764,531,0.126,0
20,28013,451,753,0.352,1
41,26409,524,-417,0.0,1
42,12551,28,1816,0.041,1
40,16736,328,1119,0.37,1
25,15108,678,826,0.618,1
22,50383,436,2648,0.357,0
37,47737,719,586,0.38,1
24,25165,840,76,0.151,1
44,34775,173,506,0.116,1
25,14033,634,1638,0.397,1
52,13986,390,1256,0.08,1
24,24739,525,169,0.256,0
25,13849,359,1396,0.499,0
54,64600,118,3021,0.319,1
51,26269,50,1132,0.0,1
18,16459,407,1301,0.054,0
20,23210,69,1616,0.234,1
35,19872,188,3012,0.171,1
66,22309,58,1169,0.053,1
40,43019,425,1030,0.473,1
43,50829,259,701,0.12,0
64,18283,166,-309,0.043,1
49,16496,877,1162,0.141,1
34,51312,245,1677,0.53,1
60,24600,856,1330,0.075,0
59,18643,79,156,0.053,0
61,44134,198,1021,0.022,1
24,26067,285,30,0.009,1
32,21912,711,1112,0.142,1
63,26780,376,1712,0.287,1
35,35705,115,2732,0.376,1
33,22746,270,3100,0.135,1
74,45900,235,1275,0.349,1
70,31142,167,1550,0.238,1
66,21375,27,1894,0.094,1
28,30288,314,-709,0.386,1
58,38901,295,2002,0.26,1
74,25604,114,2001,0.157,1
48,28490,399,2156,0.062,1
66,26117,139,1211,0.316,1
25,50016,462,623,0.264,0
21,44203,709,309,0.163,1
48,20662,337,1166,0.138,1
34,58400,285,1784,0.1,1
44,28436,521,471,0.177,1
25,26468,134,1526,0.123,1
50,67671,108,2674,0.092,1
24,25002,177,1986,0.224,1
57,23497,609,604,0.15,1
22,33383,543,2342,0.277,1
24,21670,612,925,0.267,1
74,16120,371,1535,0.176,1
73,11160,841,783,0.133,0
56,22205,679,2568,0.09,1
57,19069,446,-243,0.0,1
60,46401,366,1806,0.49,1
73,35624,283,2696,0.081,1
57,67184,200,1825,0.32,1
19,27154,442,902,0.354,1
70,34276,234,2436,0.144,1
57,41227,73,1554,0.102,1
29,9000,370,1196,0.08,0
52,16211,859,11,0.321,0
18,18059,43,555,0.379,1
55,27769,149,1067,0.277,1
68,24291,626,563,0.341,0
72,24106,456,-278,0.003,0
18,27214,1309,1204,0.33,1
19,26992,413,1407,0.49,1
21,39129,286,343,0.249,1
29,29268,109,982,0.085,1
42,15893,240,1593,0.197,1
65,54242,137,1494,0.187,1
31,33760,117,1217,0.1,0
21,34594,221,299,0.241,1
44,31345,186,856,0.288,1
66,48978,498,276,0.25,0
54,17750,346,1826,0.198,1
47,19908,913,1365,0.288,0
21,24987,1126,-929,0.179,0
39,21619,899,1630,0.0,0
58,22887,22,-443,0.008,1
56,29778,229,143,0.338,1
42,25992,452,2199,0.191,0
49,36712,230,930,0.28,1
35,18012,1229,-1254,0.151,1
67,26121,13,954,0.237,1
20,30241,151,1240,0.138,1
63,12056,264,652,0.109,0
65,9914,271,-178,0.152,1
51,30863,123,642,0.106,1
62,33696,335,2475,0.391,1
24,21416,358,2215,0.506,1
51,30986,1275,134,0.012,1
49,19313,323,1485,0.113,0
70,42661,348,1351,0.136,1
72,73377,308,2183,0.171,1
69,19410,517,3704,0.5,1
19,20540,41,1307,0.227,1
51,27855,287,2383,0.472,1
62,32793,968,1092,0.154,1
43,21948,370,1457,0.189,0
28,33188,114,1031,0.113,1
37,31230,480,1441,0.839,1
68,46540,167,2975,0.311,1
41,70408,1034,2604,0.04,1
51,14981,173,660,0.019,1
70,44514,151,2910,0.576,1
61,17558,81,848,0.152,1
24,48975,387,729,0.157,0
24,25270,297,2137,0.448,1
65,22880,1071,2072,0.206,1
56,12191,335,1190,0.025,1
37,34319,373,61,0.365,1
67,19610,560,1173,0.106,0
62,30063,300,802,0.227,1
49,23468,651,928,0.519,1
25,15409,387,1513,0.09,1
43,49638,478,2433,0.338,1
47,30718,159,1949,0.31,1
55,24530,524,1275,0.38,1
66,45704,365,664,0.298,0
25,21462,166,1011,0.0,0
58,17552,415,784,0.116,1
51,60804,422,2717,0.279,1
40,28564,467,894,0.326,1
64,34279,193,3246,0.285,1
19,28834,937,1490,0.152,1
70,28792,449,403,0.14,1
28,20481,1638,-1030,0.753,0
34,44589,589,1321,0.583,1
21,29030,77,1798,0.294,1
50,17817,779,1037,0.502,0
68,31035,877,2098,0.182,1
62,24102,206,988,0.435,1
74,42557,584,2804,0.032,1
57,53649,212,1137,0.115,1
55,16688,748,1188,0.13,1
67,26402,1068,1097,0.08,0
43,38373,454,833,0.17,1
25,31222,747,2132,0.157,1
55,38374,404,2047,0.547,1
74,47297,290,2478,0.0,1
37,24242,831,130,0.475,1
30,19262,619,210,0.283,1
26,20494,242,1206,0.065,1
52,50960,183,2211,0.302,1
26,23691,757,1575,0.133,1
64,49190,623,544,0.202,1
19,26739,749,741,0.247,0
52,32103,927,2342,0.105,1
56,17623,348,-527,0.45,0
39,53095,357,1701,0.105,1
61,19865,270,1033,0.263,1
20,21291,474,618,0.152,1
65,29751,168,554,0.408,1
38,14561,220,920,0.478,0
52,20007,435,3888,0.114,1
52,28842,1047,810,0.133,1
57,42030,766,-436,0.193,0
28,21139,327,805,0.02,1
44,20336,231,-111,0.063,1
47,19119,134,1430,0.668,1
67,27318,1020,1112,0.165,1
45,25182,97,1396,0.225,1
39,20432,145,-135,0.039,1
25,11373,297,1595,0.226,1
67,37393,417,2188,0.192,0
19,35005,371,2097,0.0,1
74,23917,631,517,0.383,0
73,77606,83,2802,0.008,1
19,28287,1040,1183,0.73,1
20,29570,448,2046,0.305,1
36,23941,34,-125,0.043,1
35,16491,20,1226,0.231,0
71,16677,500,1140,0.315,1
70,18680,74,2027,0.534,1
59,22278,440,2096,0.264,0
48,10228,652,63,0.224,0
30,19830,480,1087,0.429,1
53,49635,591,2412,0.396,1
43,28763,132,-270,0.042,0
48,31104,396,213,0.706,1
33,41637,362,2112,0.103,1
58,42864,570,767,0.438,1
46,27494,548,1407,0.209,0
19,36531,756,1778,0.031,1
51,21860,227,1256,0.551,0
75,23436,776,1598,0.209,1
19,28553,246,2142,0.124,0
20,11568,811,3255,0.163,1
73,18587,421,1771,0.024,1
65,51915,509,1386,0.416,1
52,42008,852,1783,0.0,1
24,32099,45,2048,0.225,1
40,34094,506,2252,0.354,0
43,18692,301,835,0.23,0
57,31561,222,1111,0.13,1
20,35623,504,1121,0.088,1
19,29149,476,651,0.637,1
71,15889,474,1216,0.131,1
40,21247,148,2405,0.033,1
68,29222,493,-971,0.126,1
32,40168,243,978,0.593,1
55,22828,238,962,0.156,1
45,29343,597,2092,0.374,1
61,34108,950,1332,0.264,1
24,28820,282,1708,0.329,1
48,25499,205,1866,0.302,1
51,51032,829,1840,0.019,1
75,11756,536,1079,0.497,1
26,19511,379,-400,0.123,0
40,34278,603,1056,0.296,1
64,31388,269,638,0.013,1
56,21615,192,2029,0.107,0
36,38873,158,723,0.107,1
18,43668,482,1764,0.389,1
39,27585,466,1233,0.164,1
59,49506,207,2128,0.369,1
23,15888,650,-642,0.603,0
34,12515,675,334,0.106,1
23,28869,244,2176,0.155,1
60,62449,322,760,0.511,1
54,28354,997,733,0.02,1
45,35151,145,1160,0.214,1
62,14161,472,1155,0.079,1
40,29540,610,1525,0.054,1
25,28876,160,2268,0.0,1
62,24728,452,1555,0.531,0
58,47562,606,744,0.11,1
36,18193,822,831,0.122,0
45,25870,661,1333,0.247,1
21,31647,703,-235,0.82,1
46,25945,94,1729,0.013,1
30,19711,559,845,0.42,0
54,29002,419,314,0.054,1
58,18097,508,2397,0.292,1
45,29779,306,251,0.504,1
34,31581,794,327,0.108,1
18,47670,241,1139,0.314,1
56,27429,292,77,0.189,0
52,18579,214,180,0.093,1
20,14289,1344,795,0.0,0
64,21629,442,1782,0.16,1
31,28471,1426,117,0.0,0
72,31099,347,54,0.461,0
62,13602,253,330,0.409,1
33,47747,683,175,0.106,0
66,29209,443,91,0.0,1
20,32742,982,552,0.621,1
34,28980,227,1885,0.0,0
75,27172,397,1237,0.243,1
41,39286,440,1260,0.396,1
30,23854,652,807,0.34,1
37,20763,78,1181,0.239,1
48,16622,222,1877,0.161,1
49,77641,41,1590,0.0,1
40,24116,370,1228,0.325,1
44,32282,713,1161,0.174,1
44,24563,570,1431,0.406,0
23,28689,301,1780,0.218,1
25,45304,294,1144,0.382,1
67,19118,779,126,0.419,0
23,21568,186,580,0.536,1
22,29512,870,863,0.068,1
50,19107,196,-104,0.374,1
25,39590,412,1549,0.316,1
23,29787,603,894,0.327,1
53,31677,906,2294,0.048,1
30,22869,330,851,0.103,1
44,16182,586,1275,0.021,1
19,34954,620,1658,0.601,1
69,23751,720,437,0.498,1
33,21070,627,609,0.235,1
43,19488,445,1348,0.277,1
37,41158,270,2309,0.308,1
64,38066,1230,463,0.501,0
58,17093,1236,1174,0.194,0
32,21445,417,919,0.208,1
41,44411,878,2670,0.0,1
20,34306,202,994,0.204,1
48,22240,544,-529,0.204,1
48,16061,591,963,0.078,1
35,21023,1208,351,0.674,0
63,32980,984,1837,0.05,0
64,35564,220,2712,0.172,1
39,32587,380,1806,0.096,1
38,21515,536,450,0.217,1
31,24423,847,961,0.141,1
52,29271,601,1983,0.131,1
41,19813,184,606,0.175,1
31,40037,959,1777,0.077,1
49,21201,358,964,0.157,1
18,50669,806,2167,0.408,1
32,15602,160,1721,0.026,1
62,30902,1327,-655,0.55,1
21,27845,28,2807,0.171,1
70,23812,392,-451,0.096,1
40,31352,137,1934,0.289,1
26,27113,179,1591,0.267,1
35,27696,763,452,0.125,1
51,17181,134,-868,0.531,1
39,35780,675,2613,0.528,1
50,48231,479,1517,0.359,1
33,29346,358,48,0.322,0
47,42977,1402,-1238,0.201,1
74,18627,266,1492,0.074,1
59,39918,478,2562,0.072,1
35,54958,278,46,0.096,1
56,17209,406,-1500,0.238,1
22,30666,421,2823,0.361,0
28,15424,400,1212,0.284,1
26,28228,166,1099,0.281,1
49,20907,217,535,0.515,0
67,30289,426,1617,0.075,1
21,22464,326,3413,0.545,1
66,26213,500,1951,0.392,0
19,25636,1215,-91,0.259,1
46,25412,119,1342,0.314,1
19,36617,511,1347,0.086,1
20,27692,548,906,0.129,1
71,18743,596,273,0.067,1
57,52216,826,2251,0.581,1
29,10981,349,-1500,0.145,0
36,52920,381,2445,0.071,1
25,14511,117,1923,0.359,1
18,44933,325,2307,0.128,1
69,12296,202,2944,0.316,1
23,24833,444,867,0.533,1
44,34099,692,1269,0.0,1
47,50873,316,1318,0.385,0
63,21022,174,2031,0.087,1
21,32399,662,465,0.058,1
64,20367,183,1119,0.376,1
62,18071,179,1846,0.316,1
47,40625,228,218,0.338,1
22,16520,414,1021,0.147,1
42,26482,263,1855,0.277,1
23,15254,994,-1081,0.169,0
56,27336,235,1986,0.208,1
23,45260,456,1584,0.229,1
60,15837,179,1482,0.391,1
58,30354,174,946,0.013,1
23,35871,899,2142,0.214,1
47,14314,123,1093,0.063,1
59,30409,314,1841,0.075,1
38,30330,575,60,0.368,1
19,17552,547,1579,0.213,1
68,25560,581,762,0.331,1
41,30789,486,665,0.434,1
65,15545,1088,1662,0.473,1
26,27007,476,1728,0.01,1
18,31525,355,1961,0.556,0
31,29027,246,744,0.015,1
75,38089,335,-310,0.418,1
53,19344,607,-298,0.52,0
52,25780,141,2717,0.07,1
58,49189,276,1687,0.022,1
23,39297,176,1531,0.407,1
24,28407,248,383,0.108,1
37,15859,184,2839,0.169,1
44,20527,185,1167,0.236,1
51,25759,83,1721,0.219,1
22,26818,321,506,0.0,1
63,32955,462,228,0.077,1
53,23862,358,938,0.231,1
40,51335,336,2980,0.076,1
20,31504,594,1124,0.106,1
42,26314,387,504,0.006,1
44,17088,643,454,0.281,1
73,36700,362,2392,0.282,1
30,31639,757,1202,0.337,1
60,26639,463,760,0.127,1
52,21030,1206,1057,0.172,0
20,22369,180,1429,0.13,1
48,10995,239,493,0.292,1
37,19603,383,1943,0.241,1
65,19946,432,2315,0.29,1
21,21634,492,1088,0.18,1
33,16508,266,1159,0.68,1
54,34592,912,677,0.163,1
60,19434,221,2126,0.0,1
40,23920,235,724,0.34,1
18,18414,125,940,0.139,1
69,45227,1242,1929,0.364,1
70,42095,422,2253,0.226,1
74,32887,526,498,0.132,1
29,24354,112,2643,0.252,1
49,37336,457,1109,0.458,1
46,27037,596,1341,0.032,1
59,22266,184,2346,0.295,1
40,22135,191,1471,0.0,1
73,39551,362,1082,0.042,1
25,30130,233,1293,0.0,1
26,32712,795,837,0.305,1
23,20352,406,2384,0.35,1
62,32577,626,-816,0.044,1
24,40470,243,2292,0.273,0
56,27139,354,627,0.095,1
56,32589,1673,837,0.266,1
48,48505,551,1795,0.086,1
72,19000,305,451,0.21,1
45,12419,815,1372,0.05,1
18,24415,334,601,0.359,1
48,12743,278,245,0.209,1
52,52753,1140,2874,0.061,0
49,17051,737,1287,0.029,0
71,19156,139,98,0.06,1
64,20683,191,1894,0.021,1
36,59950,196,1238,0.092,1
18,57379,254,3616,0.067,0
62,38925,1164,1137,0.279,0
50,22509,337,1173,0.234,1
44,21710,175,249,0.406,1
74,24821,813,810,0.209,1
54,42242,390,1336,0.213,1
55,18071,678,302,0.589,1
59,23550,283,325,0.418,1
