age,annual_income,monthly_debt,property_price,deposit_amount,requested_loan,mortgage_term_years,ltv,max_borrow_amount,risk_band,approved
69,25911,610,204313,73217,131096,30,64.2,109532,Medium,0
61,15605,58,305108,76854,228254,30,74.8,76889,Medium,1
66,43501,507,198463,38669,159794,25,80.5,222059,Low,1
72,33872,465,172870,56277,116593,30,67.4,142804,Low,1
39,40354,204,135254,31702,103552,25,76.6,176533,Low,1
39,43196,227,222911,24616,198295,30,89.0,195044,Low,1
69,37985,407,154227,44556,109671,30,71.1,164893,Low,1
53,22529,1511,204274,65115,139159,30,68.1,86530,High,0
66,29916,548,196681,36495,160186,25,81.4,104858,High,0
25,33315,570,120000,20204,99796,30,83.2,137759,Low,1
56,27777,486,163878,18165,145713,30,88.9,106187,High,0
47,44697,270,318267,34427,283840,25,89.2,195255,Medium,0
23,34171,859,120000,42870,77130,30,64.3,174465,Low,1
51,56849,1472,160774,24322,136452,25,84.9,300259,Low,1
25,47762,1377,324433,53481,270952,20,83.5,204558,Medium,1
65,23095,231,339729,63210,276519,20,81.4,106256,High,1
42,35706,499,329803,77953,251850,30,76.4,154379,Medium,1
20,35645,300,121424,22741,98683,30,81.3,146607,Low,1
30,78609,690,237540,25980,211560,25,89.1,295508,Low,1
72,24629,426,167934,42268,125666,15,74.8,117905,Low,1
73,45167,336,294044,80430,213614,20,72.6,198798,Low,1
71,48592,652,152516,53660,98856,20,64.8,213843,Low,1
65,41065,980,252429,50168,202261,30,80.1,145364,High,0
30,41870,262,181475,28106,153369,25,84.5,163946,Low,1
66,48832,1217,237110,77928,159182,30,67.1,224251,Low,1
30,45819,342,347572,74067,273505,25,78.7,181922,Medium,1
33,33538,473,222140,23310,198830,30,89.5,139811,High,1
22,37462,539,194762,56341,138421,30,71.1,150116,Low,1
61,30118,333,148797,23626,125171,30,84.1,122102,Medium,0
70,44510,496,182958,49441,133517,25,73.0,181806,Low,1
25,54545,335,134064,25807,108257,15,80.8,215009,Low,1
31,71737,167,201208,43612,157596,35,78.3,263956,Low,1
49,60443,174,147479,44755,102724,30,69.7,258638,Low,1
39,43801,454,166110,17169,148941,30,89.7,180934,Low,1
63,51586,91,145135,25454,119681,35,82.5,257076,Low,1
69,33734,621,143062,18149,124913,25,87.3,138449,Medium,0
35,20930,1281,184704,27348,157356,20,85.2,99360,High,0
61,75725,916,260522,50858,209664,20,80.5,357526,Low,1
53,34907,166,149819,29078,120741,20,80.6,148518,Low,1
36,23548,246,219492,41344,178148,25,81.2,87957,Medium,1
67,48173,653,183142,76977,106165,20,58.0,203075,Low,1
42,26721,1029,264478,75058,189420,30,71.6,123924,High,0
21,23785,560,154921,28296,126625,20,81.7,102289,Medium,1
65,44904,306,192344,46368,145976,20,75.9,177931,Low,1
50,18690,277,222953,63964,158989,30,71.3,90791,Medium,0
56,43392,261,353239,147814,205425,30,58.2,197653,Low,1
41,35128,245,165830,29696,136134,30,82.1,146216,Low,1
47,26540,527,224044,24921,199123,30,88.9,98183,High,1
44,20898,222,264090,59143,204947,25,77.6,81021,Medium,1
38,17352,559,188305,37928,150377,30,79.9,73207,High,1
65,44873,193,310562,24584,285978,15,92.1,203594,Medium,0
37,30320,303,218485,36358,182127,25,83.4,113141,Medium,1
23,35149,1071,148677,47730,100947,25,67.9,157800,Low,1
20,40166,312,143196,41780,101416,35,70.8,171812,Low,1
24,38032,408,174262,60411,113851,20,65.3,137862,Low,1
73,36666,15,278696,21841,256855,35,92.2,167591,High,1
33,117809,438,191046,32916,158130,30,82.8,547246,Low,1
67,36365,246,397335,40879,356456,25,89.7,176398,High,1
53,33835,376,244601,70089,174512,25,71.3,127814,Medium,1
65,106739,578,197535,28712,168823,30,85.5,492104,Low,1
52,30119,704,257319,25615,231704,20,90.0,99852,High,0
48,62668,274,158957,19538,139419,30,87.7,264703,Low,1
29,66949,995,168165,32376,135789,15,80.7,298860,Low,0
40,31202,319,176566,52088,124478,30,70.5,142811,Low,1
66,30466,152,127985,13334,114651,25,89.6,129897,Low,1
18,51111,810,120000,23558,96442,30,80.4,201411,Low,1
43,39041,194,204717,21101,183616,30,89.7,152828,Medium,1
55,27220,180,196304,67153,129151,30,65.8,138757,Low,1
40,73510,450,211739,25673,186066,20,87.9,298476,Low,1
50,20377,275,254301,65339,188962,25,74.3,81941,Medium,1
48,31136,303,168620,14668,153952,15,91.3,125962,Medium,1
27,38541,1101,254839,36908,217931,30,85.5,159669,High,0
63,42483,1525,246592,24305,222287,25,90.1,192493,High,1
18,28182,172,202371,39474,162897,25,80.5,141093,Low,1
42,37769,153,166258,19562,146696,25,88.2,154971,Low,1
32,53752,754,171538,52868,118670,25,69.2,209059,Low,1
52,39863,243,202464,34440,168024,15,83.0,153266,Low,1
37,31783,421,180710,25484,155226,25,85.9,125176,Medium,0
42,29627,278,203828,42991,160837,20,78.9,113208,Low,0
21,31102,1012,144573,20638,123935,25,85.7,122586,Medium,1
70,96862,98,416037,157639,258398,25,62.1,439915,Low,1
29,50566,480,232803,91806,140997,15,60.6,209272,Low,1
42,37885,434,241930,62215,179715,25,74.3,136083,Low,0
44,44121,655,222235,37439,184796,20,83.2,217706,Low,1
54,45251,0,150276,23201,127075,20,84.6,195397,Low,1
19,33504,533,166215,24239,141976,30,85.4,139366,Medium,0
57,49754,476,167468,52082,115386,25,68.9,163014,Low,1
68,40455,436,187826,64477,123349,25,65.7,175840,Low,1
70,31050,305,223679,27401,196278,25,87.7,121660,High,0
24,40665,325,282978,46348,236630,25,83.6,202190,Low,0
71,49235,523,198010,20809,177201,25,89.5,204869,Low,1
20,43636,499,126321,30977,95344,30,75.5,205991,Low,1
51,78770,203,129321,14623,114698,30,88.7,348538,Low,1
64,36613,96,263495,19043,244452,35,92.8,145847,High,0
63,27399,238,170999,16951,154048,20,90.1,112360,Medium,0
63,40542,670,513878,77123,436755,15,85.0,162919,High,0
75,56383,115,179205,21978,157227,25,87.7,233521,Low,1
64,53872,205,120000,13055,106945,25,89.1,221422,Low,1
18,27704,196,124758,27185,97573,30,78.2,125925,Low,1
55,76879,818,241897,17431,224466,20,92.8,357376,Low,1
67,39227,168,159489,24478,135011,25,84.7,234152,Low,1
21,43392,610,240144,56553,183591,25,76.5,174682,Low,1
27,30909,769,272424,67656,204768,25,75.2,130547,Medium,0
56,32192,64,292076,35735,256341,30,87.8,159617,High,0
25,27524,317,129757,45772,83985,15,64.7,121170,Low,1
30,43351,1426,222677,27422,195255,20,87.7,178546,Medium,1
53,43145,427,120000,14115,105885,30,88.2,216421,Low,1
65,20725,33,138346,33199,105147,15,76.0,88258,Low,1
33,35489,1332,197453,30810,166643,25,84.4,177969,Medium,1
24,29390,358,153173,31478,121695,30,79.4,128762,Low,1
18,30300,101,302299,52444,249855,25,82.7,165319,Medium,0
66,42536,1048,259189,93681,165508,20,63.9,178958,Low,1
25,42118,1442,142516,10693,131823,25,92.5,181524,Medium,1
36,32285,410,173393,33537,139856,30,80.7,132605,Low,1
50,61914,859,206859,18343,188516,20,91.1,263028,Low,1
35,31507,1146,207998,15623,192375,25,92.5,139377,High,0
59,40953,182,179784,27068,152716,20,84.9,186853,Low,1
21,34368,0,208470,44518,163952,20,78.6,140833,Low,1
41,25775,974,120000,21986,98014,30,81.7,106253,Medium,0
74,49627,440,300957,78596,222361,25,73.9,228098,Low,1
51,66368,146,152342,26047,126295,25,82.9,341665,Low,1
19,30394,283,361329,111286,250043,20,69.2,123812,Low,1
39,65405,132,242651,38272,204379,25,84.2,275481,Low,1
38,49232,222,191009,58605,132404,20,69.3,200054,Low,1
53,24899,797,200414,35869,164545,15,82.1,108288,High,0
49,62656,106,259657,64241,195416,20,75.3,287795,Low,1
70,49690,314,171393,43184,128209,25,74.8,209977,Low,1
22,45249,520,147914,24802,123112,25,83.2,185328,Low,1
52,39918,128,187311,29452,157859,20,84.3,208554,Low,1
63,29095,639,317760,50454,267306,25,84.1,106716,High,0
42,31716,0,195207,17315,177892,30,91.1,127857,Medium,0
43,24815,504,237963,33006,204957,20,86.1,106468,High,0
27,22391,461,325656,107255,218401,25,67.1,115794,Medium,1
19,15353,284,157794,13765,144029,25,91.3,74549,High,0
71,54952,748,229918,59754,170164,20,74.0,255218,Low,1
27,61248,220,213984,20036,193948,30,90.6,267254,Low,1
19,26878,418,120000,15504,104496,20,87.1,122384,Low,1
44,35374,641,181311,30785,150526,25,83.0,134896,Medium,0
59,45703,649,241310,42783,198527,25,82.3,168464,Medium,1
43,58561,327,138888,33885,105003,35,75.6,239938,Low,1
42,37141,192,245748,20675,225073,20,91.6,158040,Medium,0
60,47327,326,296757,56667,240090,35,80.9,200336,Medium,0
35,55600,1850,168800,25929,142871,25,84.6,221331,Low,1
71,31619,1036,354135,27086,327049,30,92.4,140812,High,0
33,37113,547,294658,28472,266186,30,90.3,167533,High,0
23,23971,488,223731,39317,184414,35,82.4,96234,High,0
52,43946,351,218888,21328,197560,25,90.3,183084,Medium,1
27,14371,47,170178,39154,131024,30,77.0,56447,Medium,0
54,31928,279,266564,31321,235243,30,88.3,171835,High,0
62,34201,42,168711,22246,146465,30,86.8,158512,Low,1
72,24665,284,120000,21913,98087,25,81.7,104611,Low,0
58,42852,68,154319,22736,131583,35,85.3,218927,Low,1
19,22863,856,219758,27976,191782,30,87.3,70333,High,1
67,28815,692,163999,38391,125608,15,76.6,116390,Medium,1
47,37976,456,140354,21415,118939,25,84.7,151260,Low,1
41,35062,319,154390,13292,141098,25,91.4,157841,Low,1
34,57934,233,185493,36491,149002,25,80.3,243895,Low,1
25,47816,275,343382,40649,302733,30,88.2,228020,Medium,0
37,26569,353,130320,55745,74575,20,57.2,153586,Low,1
72,34414,1259,144913,15279,129634,20,89.5,152210,Medium,1
50,33549,240,190314,33184,157130,25,82.6,131964,Low,1
41,31605,408,177364,30084,147280,25,83.0,146252,Low,1
29,48253,1311,177397,34250,143147,30,80.7,189233,Low,1
58,18977,79,304781,52961,251820,15,82.6,79616,Medium,0
51,47845,470,316856,83442,233414,30,73.7,185755,Medium,0
43,31522,231,166010,25035,140975,20,84.9,121863,Low,1
18,21025,116,176782,26987,149795,30,84.7,66419,High,0
49,31954,551,294654,66673,227981,30,77.4,149116,Medium,0
59,50661,190,156822,10387,146435,15,93.4,260292,Low,1
51,40316,184,214771,43619,171152,20,79.7,176451,Low,0
23,23310,631,148324,11736,136588,20,92.1,111692,High,0
46,27786,475,183822,14978,168844,25,91.9,112339,High,0
58,56265,216,223536,63756,159780,25,71.5,289215,Low,1
30,45321,674,250560,46262,204298,25,81.5,195726,Low,1
63,29769,204,246553,39728,206825,20,83.9,131426,Medium,0
26,31369,498,252360,43887,208473,30,82.6,122257,Medium,1
56,25721,291,172252,22505,149747,30,86.9,113940,High,0
70,58940,0,193589,18722,174867,30,90.3,182860,Low,1
39,28696,1011,343014,54086,288928,20,84.2,110591,High,0
53,43493,287,203533,26319,177214,25,87.1,191371,Low,0
50,23274,600,175873,26326,149547,20,85.0,126881,Medium,0
20,37374,385,173657,40080,133577,30,76.9,160769,Low,1
59,37710,743,129287,30904,98383,25,76.1,139352,Low,1
65,39177,406,140406,43414,96992,20,69.1,189266,Low,1
37,60656,83,201351,11191,190160,35,94.4,328893,Low,1
74,71025,320,182908,45788,137120,20,75.0,312731,Low,1
37,72836,488,218147,98166,119981,25,55.0,312370,Low,1
53,55140,437,236560,42040,194520,25,82.2,278221,Low,1
56,29324,515,164836,28743,136093,30,82.6,115309,Medium,0
62,46952,363,203459,20822,182637,25,89.8,211507,Low,1
40,21428,0,166046,22546,143500,30,86.4,86197,Medium,0
33,59569,1006,145501,28165,117336,35,80.6,221538,Low,1
38,46092,281,226335,57343,168992,25,74.7,169331,Low,1
19,36362,221,169020,18240,150780,20,89.2,172817,Low,1
42,72378,530,462546,114968,347578,20,75.1,328418,Low,1
47,77769,523,212652,32470,180182,20,84.7,345594,Low,1
72,39929,395,239884,58905,180979,25,75.4,168738,Low,1
63,48692,607,167243,26939,140304,15,83.9,186669,Low,1
59,44552,607,200800,29383,171417,15,85.4,211342,Low,1
37,26299,39,218503,53926,164577,35,75.3,125957,Low,0
57,29520,0,191501,24037,167464,15,87.4,125830,Low,0
26,15739,92,155237,50368,104869,25,67.6,66982,Low,1
49,22465,1389,201738,46483,155255,30,77.0,84773,High,0
75,48111,358,172279,18004,154275,25,89.5,189801,Low,1
21,34038,813,129637,31719,97918,30,75.5,152813,Low,1
44,42669,205,237654,38804,198850,30,83.7,203998,Low,1
54,28920,1198,178361,16819,161542,20,90.6,136264,High,0
57,37735,483,147012,34036,112976,30,76.8,144509,Low,1
24,40059,274,184981,42368,142613,15,77.1,209571,Low,1
37,30314,453,347946,54840,293106,20,84.2,144714,High,0
20,44526,431,238835,41620,197215,25,82.6,171544,Low,0
36,41845,220,159085,40523,118562,25,74.5,196930,Low,1
61,65086,536,256516,84105,172411,25,67.2,265026,Low,1
54,33713,356,243397,19722,223675,30,91.9,158770,High,0
57,63382,214,182388,39076,143312,25,78.6,243766,Low,1
52,45863,483,255918,47783,208135,30,81.3,181138,Medium,0
25,32873,323,217623,31952,185671,30,85.3,143777,Medium,0
55,43814,164,218985,46704,172281,25,78.7,154194,Low,1
57,32404,608,175987,46831,129156,30,73.4,161138,Low,1
64,26551,418,208071,18160,189911,25,91.3,107267,High,0
37,43146,599,332057,69803,262254,30,79.0,182897,Medium,1
40,31286,237,347760,79628,268132,20,77.1,147359,Medium,0
68,44566,576,179563,12854,166709,30,92.8,188069,Medium,0
63,69703,104,163701,52585,111116,25,67.9,317294,Low,1
19,28419,287,257157,54433,202724,35,78.8,122273,Medium,0
59,26511,262,121922,25750,96172,20,78.9,122670,Low,1
67,60974,571,179737,30193,149544,30,83.2,239059,Low,1
18,38967,149,198165,29276,168889,25,85.2,155762,Low,1
30,32729,373,205168,45331,159837,25,77.9,129557,Low,1
25,35263,244,299605,34378,265227,30,88.5,186354,Medium,0
47,45420,276,290759,49900,240859,15,82.8,206109,Low,1
62,86763,151,237454,56882,180572,20,76.0,278514,Low,1
73,32313,657,195930,38703,157227,30,80.2,160105,Medium,1
34,72480,1369,302108,53130,248978,25,82.4,328839,Low,1
58,38600,193,144060,37924,106136,30,73.7,150435,Low,1
19,22668,476,261307,53906,207401,30,79.4,92307,High,1
71,38358,1059,152085,53570,98515,30,64.8,181882,Low,1
62,58869,149,305002,38484,266518,20,87.4,292239,Low,1
67,38618,1051,165462,38545,126917,25,76.7,169361,Low,1
66,32181,209,226704,15972,210732,20,93.0,128564,High,0
26,100532,651,246287,81843,164444,35,66.8,452788,Low,1
54,20962,704,228602,59323,169279,25,74.0,75928,High,0
48,28735,396,138604,12546,126058,20,90.9,134605,Low,1
52,59549,417,224933,58952,165981,20,73.8,271239,Low,1
54,40401,750,217702,46818,170884,25,78.5,153867,Medium,1
52,28604,470,173901,60490,113411,25,65.2,117643,Low,1
59,22944,716,198063,43128,154935,30,78.2,112618,High,0
41,57901,286,240701,48367,192334,25,79.9,228186,Low,0
72,24262,449,157716,35881,121835,25,77.2,101579,Medium,1
30,38775,772,310726,57601,253125,30,81.5,159851,Medium,1
67,58784,744,242419,33081,209338,20,86.4,169691,Medium,1
73,21795,290,236254,23221,213033,15,90.2,103384,High,0
31,56695,104,305485,38843,266642,30,87.3,266720,Low,1
32,29947,338,186154,28408,157746,35,84.7,108190,Medium,0
40,27922,252,132301,40756,91545,35,69.2,88442,Low,0
50,37656,50,277963,39487,238476,35,85.8,146681,High,0
26,21524,136,222313,25146,197167,30,88.7,101465,High,0
46,46344,574,183850,41995,141855,25,77.2,215335,Low,1
28,39829,387,186033,59476,126557,35,68.0,173859,Low,1
24,42992,307,414960,80560,334400,30,80.6,206498,Medium,1
67,57819,625,187926,15584,172342,25,91.7,216488,Low,1
47,37772,295,224453,24623,199830,30,89.0,184637,Medium,0
24,32654,240,210875,42250,168625,25,80.0,159546,Low,1
19,23470,787,139871,24823,115048,25,82.3,109139,Medium,1
63,49318,1091,216242,65975,150267,20,69.5,208938,Low,1
66,32330,340,316604,81395,235209,30,74.3,151426,Medium,0
18,28050,235,185767,34373,151394,25,81.5,117020,Low,1
28,25449,646,310659,79972,230687,35,74.3,123386,High,0
35,32948,904,120000,9497,110503,15,92.1,130939,Medium,1
51,33341,285,200344,23466,176878,20,88.3,162903,Low,1
22,19793,284,136925,20078,116847,25,85.3,71193,Medium,1
47,20456,556,185100,64727,120373,35,65.0,86942,Medium,0
55,30632,118,120000,34531,85469,15,71.2,143854,Low,1
23,37412,1117,197674,27134,170540,20,86.3,170183,Medium,0
27,40884,282,171088,25741,145347,30,85.0,195776,Low,1
34,23297,714,161670,27632,134038,20,82.9,108069,Medium,0
36,42770,582,177605,35604,142001,30,80.0,126376,Low,1
19,30878,498,330374,81819,248555,25,75.2,154463,Medium,0
66,55085,960,258008,50328,207680,20,80.5,252467,Low,1
65,31800,289,215354,40329,175025,30,81.3,114769,Medium,0
19,58833,172,144491,13607,130884,25,90.6,188674,Low,1
55,33830,278,226179,46976,179203,30,79.2,127579,Medium,1
37,36251,365,176547,20544,156003,30,88.4,164804,Low,1
30,20737,141,142924,23722,119202,25,83.4,87258,Medium,1
45,44829,398,134730,19235,115495,25,85.7,220691,Low,1
26,29507,1357,168317,36847,131470,25,78.1,105891,High,0
44,20983,314,168714,38581,130133,30,77.1,93826,Medium,0
58,43042,910,151113,28370,122743,20,81.2,164341,Low,1
42,39754,56,179307,14278,165029,30,92.0,166068,Low,1
73,39001,210,194354,62048,132306,25,68.1,169631,Low,1
74,77923,793,124972,14810,110162,25,88.1,377012,Low,1
60,22939,527,257057,41411,215646,20,83.9,92517,High,0
18,60484,146,179441,27285,152156,25,84.8,255498,Low,1
60,74655,920,216941,31532,185409,25,85.5,396450,Low,1
30,14000,326,333927,72328,261599,20,78.3,53712,High,0
29,28291,281,209503,26627,182876,25,87.3,122131,Medium,0
40,54977,501,236172,77049,159123,30,67.4,250530,Low,1
39,33945,584,237365,31991,205374,30,86.5,153113,Medium,1
62,17219,775,336234,40770,295464,20,87.9,91969,High,0
53,34492,496,350466,64803,285663,20,81.5,148425,Medium,0
66,56793,238,202768,30005,172763,30,85.2,241897,Low,1
27,67047,2,219203,42968,176235,25,80.4,346900,Low,1
56,33865,240,232044,24471,207573,20,89.5,167112,Medium,0
30,70255,431,120000,28312,91688,30,76.4,327946,Low,1
73,61044,771,363577,36192,327385,20,90.0,238354,High,0
47,27494,301,245823,45334,200489,25,81.6,107091,Medium,0
30,48256,109,134995,21414,113581,20,84.1,205149,Low,1
51,54068,913,182804,25502,157302,20,86.0,223013,Low,1
66,34677,487,163439,33757,129682,30,79.3,120816,Medium,1
21,30271,459,120000,25397,94603,25,78.8,154052,Low,1
57,47424,670,215395,42447,172948,30,80.3,253819,Low,1
68,55507,275,137235,8574,128661,25,93.8,249886,Low,1
44,34218,1065,232245,37241,195004,20,84.0,122499,High,1
20,49756,367,120000,30851,89149,35,74.3,202920,Low,0
64,66055,1002,179609,47618,131991,20,73.5,286594,Low,1
35,25502,1183,186091,24286,161805,25,86.9,111347,High,0
53,47941,337,165546,60791,104755,25,63.3,204224,Low,1
59,37195,602,277941,91163,186778,35,67.2,181558,Low,0
70,28907,298,120000,14583,105417,25,87.8,132346,Low,1
69,53910,476,121300,24142,97158,25,80.1,238816,Low,1
60,21130,0,198179,50997,147182,15,74.3,73890,Low,1
61,37389,468,268513,56644,211869,30,78.9,157574,Medium,0
30,110429,694,354203,38023,316180,30,89.3,459090,Low,1
63,28991,628,576026,122302,453724,25,78.8,138560,High,0
59,44112,776,344751,50524,294227,30,85.3,145778,High,0
68,19788,121,235538,36730,198808,30,84.4,82046,High,0
47,28342,314,168203,13608,154595,15,91.9,127017,Medium,0
44,53932,1394,170210,46254,123956,30,72.8,235071,Low,1
69,48731,731,189526,33661,155865,15,82.2,218187,Low,1
37,27358,120,238911,35256,203655,30,85.2,88127,High,0
25,20098,11,228935,54121,174814,15,76.4,96702,Low,0
36,65051,328,164513,23110,141403,20,86.0,286965,Low,1
67,46529,1260,196459,51042,145417,30,74.0,208971,Low,1
49,36217,248,164059,20658,143401,30,87.4,147440,Medium,1
52,36629,1882,120000,21260,98740,25,82.3,137746,Medium,1
24,23565,477,120000,22733,97267,20,81.1,121478,Low,1
63,21297,931,229320,77060,152260,30,66.4,81018,High,0
25,50054,671,194410,11922,182488,25,93.9,251385,Low,1
36,49867,346,247363,25002,222361,20,89.9,232441,Low,1
34,35913,761,211133,32101,179032,20,84.8,156122,Medium,1
45,22413,444,191310,25591,165719,25,86.6,91399,High,0
55,32601,780,230987,46535,184452,25,79.9,134564,High,0
47,37576,442,135623,28849,106774,30,78.7,150206,Low,1
60,39439,666,247338,22494,224844,30,90.9,197416,High,1
19,44929,193,236707,80363,156344,35,66.0,194750,Low,1
25,35953,327,123843,33447,90396,25,73.0,136967,Low,1
21,84810,84,278992,90594,188398,25,67.5,333841,Low,1
22,35382,461,193932,58230,135702,30,70.0,128517,Low,1
59,34562,82,194875,15997,178878,25,91.8,138551,Medium,1
65,40408,208,221731,38345,183386,30,82.7,176652,Medium,1
35,24354,329,187154,23047,164107,25,87.7,98944,High,0
57,48902,1090,248990,34115,214875,20,86.3,236987,Medium,1
35,41594,443,207417,20907,186510,20,89.9,185771,Low,1
71,43571,265,145207,14434,130773,25,90.1,219926,Low,0
69,47733,439,228896,28424,200472,25,87.6,158628,Medium,0
38,27572,348,232811,72986,159825,25,68.7,109465,Low,1
41,42621,575,202993,19777,183216,25,90.3,153819,Medium,1
52,38172,452,149911,31283,118628,15,79.1,189922,Low,1
62,30966,397,201342,27716,173626,25,86.2,134058,Medium,1
72,34656,702,211372,42147,169225,30,80.1,154999,Medium,1
49,30219,794,120000,15154,104846,25,87.4,115460,Medium,1
52,68793,231,289161,28494,260667,20,90.1,320857,Low,1
52,59564,385,163554,38785,124769,25,76.3,291955,Low,1
63,36745,688,190119,22163,167956,20,88.3,161491,Medium,0
70,22464,533,169508,37788,131720,25,77.7,84614,High,0
21,33866,92,220412,80277,140135,20,63.6,122592,Low,1
37,27153,420,204498,44623,159875,35,78.2,116258,Medium,1
31,30899,93,157009,15024,141985,25,90.4,145509,Low,1
42,44375,740,183150,39179,143971,30,78.6,180897,Low,1
20,32504,606,202086,14943,187143,25,92.6,155769,Medium,1
33,45768,865,127318,22346,104972,25,82.4,140411,Low,1
18,27937,840,216931,40930,176001,35,81.1,121718,High,0
24,29101,174,269491,89635,179856,15,66.7,137126,Low,1
29,45757,1035,225100,40017,185083,35,82.2,219255,Low,1
42,17511,91,276648,20085,256563,15,92.7,89226,High,0
43,131972,236,142768,28458,114310,30,80.1,584341,Low,1
67,34224,1142,152485,41792,110693,30,72.6,133696,Medium,0
40,32287,729,174494,35990,138504,30,79.4,139370,Medium,1
46,21126,1155,197899,23412,174487,20,88.2,73244,High,0
64,37759,329,214314,66823,147491,35,68.8,152865,Low,1
22,33135,593,166988,45225,121763,35,72.9,142043,Low,1
33,27817,534,182085,62853,119232,20,65.5,95116,Low,0
67,49077,481,191314,56634,134680,35,70.4,228435,Low,1
25,28816,781,145595,31000,114595,25,78.7,115807,Medium,0
19,42593,853,120000,25180,94820,25,79.0,205240,Low,1
61,46330,269,199010,23538,175472,30,88.2,234606,Low,1
39,37385,1474,209691,69069,140622,20,67.1,136753,Low,0
72,21820,426,121297,52128,69169,25,57.0,90792,Low,1
71,42765,442,190521,49681,140840,25,73.9,182343,Low,1
33,29134,683,141840,30130,111710,25,78.8,115387,Low,1
20,67160,583,158196,18015,140181,25,88.6,315110,Low,1
22,31082,271,197278,34115,163163,35,82.7,121990,Medium,0
28,42077,229,192082,26606,165476,15,86.1,166806,Low,1
57,35646,875,204025,39546,164479,30,80.6,131313,High,0
29,29305,568,163745,30799,132946,30,81.2,116600,Medium,1
58,25841,390,120000,20044,99956,25,83.3,94360,Medium,0
32,26409,177,194715,34338,160377,20,82.4,106726,Medium,1
60,36191,1181,176687,32730,143957,30,81.5,161778,Medium,1
27,40410,119,228630,46946,181684,20,79.5,172098,Low,1
36,41134,41,158294,45651,112643,30,71.2,217977,Low,1
29,55427,272,185752,29240,156512,25,84.3,182165,Low,1
31,30278,303,278549,21383,257166,20,92.3,109176,High,0
38,42863,135,372785,73175,299610,30,80.4,229321,Low,1
19,30341,145,208797,33430,175367,25,84.0,143695,Low,1
18,44576,156,242101,76331,165770,30,68.5,200204,Low,1
19,34285,1147,134861,25864,108997,30,80.8,145860,Low,1
58,43620,451,226343,47802,178541,25,78.9,215089,Low,1
44,33506,604,157369,32335,125034,15,79.5,149859,Low,1
46,49319,402,205832,65799,140033,30,68.0,194504,Low,1
28,48523,169,254093,33532,220561,25,86.8,204896,Low,1
34,45671,657,120000,29201,90799,30,75.7,196573,Low,1
21,24559,782,151029,17286,133743,20,88.6,106827,High,0
41,24964,450,173019,25797,147222,25,85.1,115503,Medium,1
39,37931,142,129104,20900,108204,15,83.8,178683,Low,0
46,33900,476,124715,21784,102931,35,82.5,136418,Low,1
47,23392,271,166099,25600,140499,25,84.6,87567,Medium,0
60,38317,179,355727,113290,242437,35,68.2,167380,Low,1
74,46135,675,172555,21674,150881,20,87.4,159529,Medium,1
51,27995,363,311452,58745,252707,25,81.1,133086,High,0
21,37763,540,211121,86685,124436,25,58.9,156344,Low,1
74,30951,204,155044,44813,110231,15,71.1,137969,Low,1
27,39270,844,189400,28674,160726,20,84.9,186640,Low,1
60,32187,544,231759,59968,171791,30,74.1,121774,Medium,0
39,35623,976,184308,34427,149881,15,81.3,145608,Medium,1
61,32725,177,208873,50776,158097,20,75.7,137279,Low,1
54,17129,341,249941,68228,181713,30,72.7,60099,High,0
47,86466,351,272124,99793,172331,25,63.3,366548,Low,1
52,22402,395,164381,27786,136595,20,83.1,97511,Medium,1
20,54580,427,246783,31031,215752,25,87.4,251657,Low,1
26,43626,0,231788,64582,167206,30,72.1,168301,Low,1
44,32370,262,152837,33488,119349,30,78.1,129904,Low,1
62,28254,380,215723,57239,158484,15,73.5,114353,Medium,0
30,24902,374,278528,74874,203654,20,73.1,102657,Medium,1
45,50773,432,120000,30674,89326,25,74.4,229670,Low,1
49,31636,502,242275,51646,190629,30,78.7,154535,Medium,1
19,36251,0,201519,30181,171338,30,85.0,139410,Low,1
43,38714,140,170414,39996,130418,30,76.5,201834,Low,1
58,48081,538,231211,31067,200144,25,86.6,163823,Medium,0
65,51612,182,188159,61367,126792,35,67.4,231756,Low,1
70,69538,287,229657,18686,210971,20,91.9,303201,Low,1
40,41203,149,201609,75377,126232,25,62.6,218938,Low,1
64,44016,332,184252,25196,159056,20,86.3,167939,Low,1
55,31280,388,203148,22790,180358,25,88.8,167634,Medium,1
24,25429,282,199265,41192,158073,25,79.3,115537,Medium,1
45,30972,725,343419,42330,301089,35,87.7,119235,High,0
48,30141,651,147677,13880,133797,25,90.6,132812,Medium,1
28,31526,724,183316,32768,150548,25,82.1,123828,Medium,0
34,37360,204,234109,41687,192422,30,82.2,122428,Medium,0
18,53944,501,207179,25749,181430,25,87.6,217091,Low,1
18,24286,553,216804,73165,143639,35,66.3,80724,Medium,1
37,34202,198,292926,39784,253142,25,86.4,142458,Medium,0
41,45378,620,154404,34319,120085,25,77.8,199951,Low,1
63,77359,1009,224208,25438,198770,35,88.7,353401,Low,1
51,33911,280,164632,28488,136144,25,82.7,143781,Low,1
57,51430,353,154600,34642,119958,30,77.6,244590,Low,1
61,54025,560,216659,77775,138884,25,64.1,247386,Low,1
23,34154,344,169197,61306,107891,35,63.8,157580,Low,1
61,72282,109,335188,76388,258800,25,77.2,292589,Low,0
37,30198,334,120000,22573,97427,30,81.2,138255,Low,1
61,69645,104,187804,10661,177143,25,94.3,323073,Low,1
52,40886,466,124888,26965,97923,30,78.4,170526,Low,1
