age,annual_income,monthly_debt,existing_cc_balance,total_cc_limit,requested_limit,predicted_limit,approved
57,56521,146,1952,16503,1570,9817,1
62,36675,415,2660,6456,4229,5944,1
18,57435,350,789,15033,4559,9946,1
29,35512,467,584,7907,10357,5391,1
47,42063,495,4709,16119,4709,7533,1
73,21233,547,3767,12638,3915,3986,1
74,22071,190,2630,14023,8558,4443,1
70,31801,549,2569,15152,4376,5451,0
74,38781,346,8412,19706,7938,5878,1
53,22298,282,13732,20008,16283,2246,1
23,27488,262,4604,12710,6195,3907,1
21,28036,625,5457,12199,10422,2984,0
59,37169,272,2993,31897,6390,6153,0
23,37248,746,2210,22782,2081,7059,1
68,41200,869,2566,9508,4671,7209,1
30,16273,640,0,0,6797,1787,0
50,21235,203,938,5905,9377,3793,0
43,31030,190,1719,14268,35000,4526,1
51,27814,523,0,0,6517,4391,1
45,29708,530,2388,32380,6951,4533,1
57,18601,1086,3785,4676,4981,2388,0
68,13390,678,5467,6637,5003,200,0
41,30077,624,863,9069,3089,5061,1
19,18373,79,0,0,6967,2354,1
28,21441,972,6394,10882,4695,1008,0
66,42038,89,177,11177,8706,6200,1
52,17962,1076,341,10455,7977,3289,1
68,38462,273,700,3315,5905,5970,0
42,34925,215,1589,11401,2442,6598,1
20,71944,546,2061,5200,11461,11939,1
20,19990,414,6585,17835,12598,2757,0
65,63116,215,2280,7690,13209,9989,1
53,34125,162,481,5695,7190,5728,1
54,34678,514,1980,11189,16168,5374,0
72,22781,292,2578,17875,6231,3818,1
19,19857,115,705,12482,24739,2658,1
28,29145,380,2603,23061,4263,5698,0
38,41146,449,118,38158,6384,6880,1
53,64683,201,19881,39755,5827,8915,1
65,13702,235,10873,18503,5809,2265,1
31,19541,713,0,0,4796,2609,1
54,17157,139,0,0,14402,3858,0
74,36195,205,1802,10372,10292,6969,1
45,47209,200,13072,45655,3770,8310,1
74,34514,575,15332,43935,34940,4030,0
42,16015,1500,1467,13443,3113,2119,0
31,51336,433,1665,9109,9586,8849,0
49,33471,1268,5965,15536,11582,4077,1
27,33147,205,2572,8309,10822,4850,1
58,40733,390,0,0,18301,8369,0
62,53152,173,3830,23201,2965,9332,1
34,30742,216,6014,23498,5675,4201,1
67,20627,886,3957,15490,10424,2851,0
24,36979,199,1725,12403,3268,6283,1
41,56254,847,0,0,10096,8567,1
50,45646,441,6639,17460,5169,8707,1
65,21125,240,3396,22090,2727,2630,1
64,21988,789,2224,8707,7504,3273,0
44,35128,595,0,0,4623,5115,1
55,47008,344,3372,10434,4512,8501,0
39,40120,147,9746,27952,11347,7534,1
35,56200,646,2774,8270,11449,10363,0
72,29986,224,4028,7572,4982,4060,0
73,17126,162,11596,39260,5082,1857,1
31,23587,92,855,4960,11318,3967,1
47,39726,910,1486,13556,7518,7193,1
43,33336,544,4832,17062,13017,5850,0
21,39095,296,18400,34036,14242,4493,1
64,20631,59,0,0,16841,4600,1
28,35769,110,4466,8280,7687,5495,1
49,31962,237,22290,29519,5598,3485,0
51,28684,558,0,0,4811,4290,0
19,23651,439,272,5620,5726,3349,1
36,54762,332,931,8087,6132,9607,1
23,33868,170,967,14049,8885,6963,1
58,36229,396,4091,26162,13374,7068,1
54,39154,649,1906,8403,4859,5812,1
28,23213,313,7515,65000,6842,3436,0
56,50852,264,180,2324,4361,8624,1
36,13377,390,47399,65000,3382,200,1
30,62588,215,10461,44616,4151,9082,1
55,35843,1677,263,8581,6696,4896,1
39,37579,708,3608,13373,10880,5418,0
74,44078,538,2137,9064,8618,7269,0
21,41700,344,1355,9223,7396,6331,0
75,51027,910,0,0,9300,8491,0
25,25601,87,0,0,35000,4314,1
26,43102,272,4698,9114,4588,6787,1
40,44215,272,9410,12566,5741,6477,1
72,33646,208,745,5856,7165,6738,1
41,36378,708,0,0,7820,6511,1
46,12000,368,269,5738,7043,766,1
73,87808,225,4148,11178,7677,16410,1
21,69955,126,0,0,6076,12986,1
23,47582,249,0,0,7709,8994,1
27,24778,70,0,0,5495,5529,0
23,31362,652,1131,11196,6442,5260,1
37,42318,238,597,6263,5472,7064,1
69,17338,604,4697,18197,2745,2803,0
30,17551,561,3689,19905,5090,2798,0
29,34203,446,18627,35310,7033,2487,1
38,12000,805,5268,16019,7901,1308,0
66,34770,229,982,7863,35000,6831,1
66,33655,1156,3094,11076,6838,3828,1
55,24340,254,850,8813,5521,3607,0
41,29483,234,5663,20154,4785,4472,1
74,57336,604,3298,4971,4813,9286,1
42,28768,916,12481,39663,6595,1293,0
31,22786,501,898,7306,2442,3704,1
61,56827,774,3908,7461,9560,8689,0
74,49397,307,0,0,23233,8792,1
24,43152,257,2247,21785,2374,7146,1
58,29854,965,3053,9213,7731,4411,1
67,52390,79,3165,14348,10178,10412,1
21,49771,438,2209,18720,7001,8921,1
33,49893,496,946,10459,10464,8046,0
62,24999,285,4525,14637,6131,4359,1
27,21067,238,1255,8672,8890,3599,1
34,50921,255,3599,13490,16170,7057,0
46,44755,463,1349,5464,4023,8200,1
66,23306,262,4307,20007,10277,3897,1
59,40557,812,2420,19337,9860,5348,1
37,31163,86,5014,9623,2317,5264,1
26,29121,85,35820,63763,8115,968,1
41,44730,301,3815,9942,22167,7734,1
38,33208,928,1699,15131,5760,3904,0
34,28485,805,4973,16363,17371,4491,1
46,44018,740,418,7662,13375,6988,1
61,23463,207,0,0,8190,4695,0
60,33640,381,5556,15018,7631,6241,1
65,49073,319,462,18098,4858,8339,0
47,45753,539,2694,12580,6922,7874,1
60,38013,36,10523,23130,7723,4805,1
67,29768,725,4416,18218,10074,5519,1
72,41063,726,6364,18287,5557,5802,1
21,32965,601,1985,5216,7161,5426,1
45,12159,497,7087,24215,5813,799,0
57,27679,727,3512,17510,4281,4352,1
74,21762,123,1070,5347,4961,2390,1
64,48187,283,2648,12957,5603,6733,1
67,30303,671,0,0,6210,5673,1
24,38456,434,2207,8621,3640,7144,1
55,40569,156,8531,13144,4544,7339,1
28,29771,275,10279,21748,7254,4036,1
57,35578,242,2158,8973,4164,6456,1
61,34765,869,302,6458,4919,5339,0
74,26332,472,532,15044,5985,5155,1
64,37332,86,6102,16642,13693,5856,1
71,50670,124,3241,50738,11489,8823,0
50,45852,209,2429,9060,5942,8007,1
50,58794,216,1360,9952,10001,10133,1
57,41870,1734,9862,15790,15414,4046,0
71,20988,202,9132,21207,7406,2489,1
28,43418,784,2658,10228,7131,8015,1
46,22850,344,7033,40360,11924,2340,1
31,28597,375,3845,9969,4897,3788,1
39,24054,710,6619,13741,4778,2852,0
33,25480,229,1412,6137,35000,4065,1
59,30584,234,0,0,8455,5741,1
32,41669,214,10536,18021,18707,5782,1
34,16276,427,5254,22317,3384,778,0
58,55524,195,1081,9314,16954,10194,0
48,45196,723,0,0,5004,6948,1
71,20444,1537,1681,6929,2462,1728,1
21,42061,555,6341,11642,11112,5431,0
57,29659,369,793,5688,9866,4171,1
52,57468,596,4463,12138,8184,10665,1
61,35202,40,8623,23523,7099,5184,1
44,24841,58,3485,25865,8171,4547,1
25,34768,427,726,9664,18012,5556,0
71,25509,549,5239,8781,7874,2899,1
59,23093,128,9343,16327,10634,3685,0
48,48998,267,917,3895,5851,8585,1
24,22977,762,375,8302,7055,4073,0
35,49539,391,7819,25244,11080,7814,1
18,12000,578,7320,21548,5843,2500,0
26,34308,1035,4748,8172,6688,4435,1
20,14040,612,1231,3171,6761,1983,0
21,29304,413,2672,11005,4304,5288,1
57,39205,700,4128,14140,3453,8040,1
62,31209,421,13103,35541,17976,4895,0
32,35198,398,0,0,5673,6411,0
53,15405,270,15614,32662,4528,973,1
61,15038,721,0,0,3725,2736,0
30,50535,627,1891,19712,6174,8673,1
20,20161,186,2384,16527,4973,2835,1
37,26727,155,0,0,8197,4815,1
54,27805,358,0,0,9985,4072,1
25,42552,287,2256,4857,6273,5352,1
22,46251,529,0,0,10203,7412,1
40,74342,71,0,0,4548,13579,1
67,46920,806,4508,12521,7181,6515,1
62,29609,290,6366,26960,4303,4251,0
74,42907,240,1662,12735,14780,7094,1
47,17846,770,1332,12770,3699,3201,1
60,12000,313,514,9247,6498,535,0
53,44277,271,1796,11273,9923,7123,0
44,34879,457,1997,9430,4295,6393,0
30,24680,232,0,0,3253,2914,0
21,22331,394,1756,9741,12901,4153,0
34,29549,512,3564,12923,7874,4395,1
63,33447,52,0,0,8709,6155,1
56,86162,986,244,24679,5687,13860,1
68,58665,404,3779,24651,4855,10322,1
37,28254,189,0,0,10169,4415,1
54,49433,410,0,0,9080,8799,1
35,41175,365,6537,12598,3449,6337,1
24,19785,934,11441,21728,3334,2111,1
31,12000,358,10849,23331,18796,200,1
41,29702,497,8559,22721,10412,4886,1
60,29631,711,3010,8709,6865,5010,1
24,109047,1140,0,0,13400,20168,1
24,16307,374,0,0,3335,1016,0
74,48823,1656,1401,7592,5593,7427,0
62,34639,820,4227,15070,3621,4988,1
51,46081,95,2002,8076,6303,6588,1
69,73943,639,3576,7669,8353,12751,1
53,54239,205,3908,57783,4161,9219,1
55,48252,340,2201,4242,5939,8865,1
23,75343,307,830,4761,14128,13842,0
44,23119,325,3189,10033,2015,4840,1
21,24698,609,1394,10651,11636,4501,0
56,35680,154,800,12778,3921,6411,0
75,78274,355,3162,13388,20594,14154,0
28,24492,160,4917,13819,13723,4484,0
45,20480,528,465,15403,5294,2922,0
20,25878,1196,2694,4296,3845,3923,1
72,39687,670,2850,16906,10310,6889,0
51,29834,364,1266,61554,8936,4745,0
56,40561,345,5788,17662,8714,4901,0
60,32990,229,2529,10165,5093,5306,1
38,12901,799,6125,16943,29182,775,1
62,35676,554,11,26930,7853,6484,1
33,39829,288,2681,10728,3744,7336,1
43,40797,463,0,0,2938,7155,1
58,50682,111,5539,19678,9583,8919,1
54,23445,225,2936,11979,4997,4058,0
74,35297,365,2352,13899,3975,5781,0
47,59698,110,13513,29684,5702,8009,1
70,24770,440,5705,11902,8720,3194,1
19,36298,627,10189,15064,12639,4956,1
54,34236,465,2779,10438,3163,5932,1
19,26644,612,2103,9577,9943,4092,0
55,22542,328,1416,9964,9372,3575,1
27,36139,379,2680,13479,3688,6520,0
73,38493,205,0,0,10381,6267,1
52,32008,485,0,0,6071,4765,0
71,33923,408,571,9022,5584,5809,1
69,31224,587,1772,12826,1837,4634,1
43,26643,846,3023,12879,10483,3569,0
56,34834,1453,8682,16560,7682,3740,0
56,34441,96,3047,10228,5612,6121,1
42,50086,172,2724,19879,12098,8280,1
34,50150,320,0,0,10089,9330,0
31,36450,787,1982,8457,7090,5510,0
32,43681,767,1776,3905,3634,7405,1
50,32691,220,3000,7885,5534,5301,1
62,58459,309,2551,12537,6579,9365,1
68,51365,587,1573,10179,7034,8175,0
38,49029,294,5692,17370,6500,8742,0
30,55578,405,8982,13675,2951,7700,1
63,35000,1557,4680,53533,10624,3605,1
53,32807,328,698,5464,6876,6128,0
46,60477,344,803,5919,16587,10299,1
22,38281,224,849,28062,10271,7033,1
26,39576,316,0,0,2747,7565,1
62,18359,702,718,6035,7560,3059,0
33,27006,204,609,16668,15319,4762,1
29,39789,27,1410,17843,10397,6980,0
38,44436,300,8660,48383,3648,7466,0
40,42915,187,11274,40006,10482,5804,0
28,18057,376,2266,23223,11741,1372,1
33,28126,133,9296,15847,3776,3988,1
41,25888,660,4733,9818,5401,3997,0
19,53465,221,13322,17916,10812,7918,1
38,52264,525,5706,13595,9972,7019,1
61,83251,271,0,0,24041,14659,1
36,40988,741,896,14545,20142,7104,0
54,25863,395,2371,9272,5309,3365,0
18,32655,277,3991,13951,2914,5343,1
31,45969,81,14090,26103,7852,6513,1
51,13860,222,0,0,4290,521,0
73,17732,842,34,6200,6699,2000,0
52,23418,776,1048,2932,8003,4139,1
41,31078,61,0,0,8686,5919,1
65,28205,552,4291,24583,13166,2939,0
22,46131,1044,822,8014,5872,7711,1
47,31741,209,3701,45205,5769,6092,0
22,33813,113,8305,23110,6052,5512,1
26,44409,415,5233,14680,3218,5636,1
51,61521,1396,349,10147,7715,10112,0
20,33395,350,4187,12907,15425,5680,1
50,64498,329,5291,16999,4903,10411,1
62,16194,591,5721,21195,12769,1529,1
22,13182,907,14703,38157,3983,200,0
68,48783,306,6324,24743,4905,8080,1
68,64756,272,2598,6783,5526,11148,1
44,86956,379,4017,13629,5902,16322,0
25,48599,298,12990,27389,6233,6434,1
57,17075,685,593,8884,3023,2131,0
36,39450,634,5196,23593,4665,6399,1
75,40878,1165,8619,22111,13792,6454,0
34,34357,455,6841,8629,4064,5609,1
35,51826,561,0,0,8676,8965,1
40,17015,142,3057,10834,2108,1866,1
36,27730,629,15010,20232,7559,2679,1
24,19847,304,3942,20406,4574,2996,1
24,24450,95,1986,13695,6558,4697,1
73,18426,306,7173,15798,8331,1763,0
28,40709,249,0,0,8440,7319,1
19,19695,561,1553,10064,6530,3288,1
50,12849,297,9535,20061,6397,555,1
61,37931,404,129,11793,10369,7833,1
40,12000,545,5198,8273,5490,908,0
48,35734,967,11341,46949,18080,4035,1
50,69119,46,554,20058,4619,14057,1
73,28120,193,16914,32538,10678,2490,0
18,43750,314,0,0,2676,7908,1
45,42839,314,970,1954,11125,7798,0
57,36016,620,3239,15391,3123,4948,1
50,20806,773,542,18226,4764,3788,1
18,29990,476,11318,29373,11123,3580,1
21,28492,196,939,4703,3664,4692,1
19,35199,65,1226,4214,6681,5889,1
45,35792,889,1510,7971,4977,5380,1
26,19950,111,0,0,3985,3490,0
69,48654,202,1440,20492,9042,8739,0
63,34830,198,1698,9712,8490,6377,1
34,24228,508,8661,25313,2006,3085,1
31,41168,548,1692,13219,9846,7188,0
71,58729,54,4987,19325,4202,10423,1
60,27492,425,4178,16056,4328,3756,1
25,28972,278,3310,6138,16429,4393,1
19,34961,507,4851,56731,9052,5899,1
30,17383,445,4316,13656,5150,2362,1
28,34218,757,1311,6543,6059,6817,0
26,20147,279,3215,16639,22431,3558,0
65,14357,265,877,9628,10847,1675,1
24,26590,271,1160,5109,9031,3547,1
52,41962,217,10950,16767,13663,5188,0
58,19077,109,4711,11313,4787,2574,1
32,62095,549,919,27454,6015,11661,1
42,35669,109,9705,29064,7392,5831,1
70,12000,212,0,0,14845,1294,1
73,32554,327,0,0,14386,6893,1
69,50544,93,5681,13030,6026,9221,1
42,39745,497,7479,28113,3421,5321,1
38,42446,612,226,2734,4925,7540,1
74,26547,182,0,0,13348,5592,1
50,23367,115,1225,18529,13150,4760,0
45,35382,375,4067,13913,9454,5011,1
56,38177,279,1771,11740,10718,6942,1
37,21677,451,5502,12192,3576,3385,0
74,27346,287,2269,20048,7651,3891,1
44,34745,170,1702,6047,35000,6407,1
56,42539,50,0,0,17595,6941,0
19,21940,251,10859,15785,11417,2265,0
56,33808,532,4870,11420,5967,5885,0
63,30657,756,5076,8837,7193,5089,1
43,25476,531,5109,15418,4465,4407,1
61,22600,346,4747,20845,4949,3985,1
57,19670,875,0,0,15654,2567,0
64,41083,474,2655,6404,3932,7423,1
66,29885,153,0,0,5189,4351,1
70,54719,393,7288,12106,3981,8552,1
36,30951,995,27536,44972,9132,668,1
19,22420,461,628,6874,18818,3402,0
19,42463,387,0,0,5495,6905,0
23,122044,48,0,0,13354,22211,1
20,39570,1402,0,0,5548,5529,0
50,47361,213,0,0,4867,10052,1
63,29258,783,2952,56402,6857,5560,1
66,26841,711,842,9551,7244,4751,1
75,26025,582,668,6025,4882,5307,1
56,24152,116,1294,5469,15452,4794,1
36,60354,169,1257,8188,6301,10429,1
64,26299,134,665,4728,3397,4323,1
36,27801,702,566,8576,6136,5516,1
72,30326,404,1506,27869,7840,4258,1
28,25419,204,1928,12817,7220,5099,1
24,38922,652,1938,9867,6353,5920,1
56,68423,532,10309,16606,8992,10987,1
37,34761,443,0,0,12277,6381,0
18,20245,180,3059,19392,11652,4339,1
41,22506,518,2458,4169,4538,3665,0
73,29026,315,4260,36196,4994,4915,1
24,23462,161,20020,29532,11211,2495,1
28,20593,495,6555,31867,11333,2587,0
51,66221,556,5780,16913,4870,10452,1
20,14620,315,901,18964,17814,4122,1
22,33870,667,6413,13597,5695,3922,1
46,52059,271,1674,5718,6759,8190,1
53,31097,314,1376,15449,12976,4878,1
61,35539,739,0,0,6459,6291,1
65,40178,174,2849,23963,2999,7351,1
74,28348,232,3310,12673,3504,4483,0
50,28608,759,5097,14564,12068,2615,1
68,32268,55,1155,5594,5505,5450,1
46,30809,48,9422,21268,23271,4355,0
37,42027,99,2514,27590,2473,7072,1
24,27258,727,212,4892,6051,5489,1
26,25095,174,5728,16232,12627,3537,0
40,32053,202,6735,13375,9436,4117,0
73,61245,449,0,0,6442,12278,1
27,48176,270,471,4802,5097,7281,1
19,40944,409,0,0,14034,6328,1
27,66523,184,839,11108,7884,11889,1
38,23927,1086,0,0,8867,4061,0
60,27318,468,3147,18305,4094,6082,1
50,38956,239,9529,19468,9211,5599,1
71,18187,445,842,4764,12997,2754,0
47,12869,63,9239,30235,4846,1707,1
47,60521,787,1054,14732,2511,10495,1
34,37742,270,11362,28032,5374,6255,1
75,42475,1066,0,0,6338,6125,0
26,28051,171,5089,11303,6535,4548,1
18,60271,254,0,0,3041,12111,1
47,25396,125,4094,15499,6237,4146,1
28,39788,226,0,0,3423,7424,1
23,24126,721,0,0,11051,3233,0
45,37473,461,2886,11467,5064,6350,0
41,28725,600,6408,17314,12902,4749,0
64,27551,1059,2862,25789,10145,4793,0
48,35375,92,1009,4234,5077,6095,0
43,35195,552,0,0,9759,5560,0
40,27955,503,1208,17212,8646,6524,0
75,47794,239,11952,16837,10821,7002,0
57,45276,177,0,0,16363,8530,0
40,50624,333,1290,21116,11916,9794,1
35,17129,455,9498,52292,4279,1652,1
74,22746,1402,5476,20268,2654,2618,0
21,37709,237,6544,17344,8169,7257,0
53,27240,254,736,7819,2044,4221,1
49,19012,261,2475,12640,6994,2983,1
27,12000,211,4161,15829,4731,3191,1
67,27937,858,0,0,12683,5891,0
34,23402,582,0,0,6977,4088,0
56,28875,290,1858,7614,3502,4514,1
36,30567,166,0,0,7270,4809,0
42,52446,210,5140,25621,3047,8712,1
42,46051,595,2408,6379,7767,7853,1
53,22984,1392,2545,13385,14490,2759,0
36,29414,227,1652,11814,5329,6297,0
30,22690,202,5906,33688,8382,3335,1
28,22972,783,7175,22073,5596,2161,1
21,62760,1979,1924,8294,12368,9531,0
25,48285,236,6893,12194,6238,7028,1
44,66423,489,0,0,4940,11634,1
51,68068,860,0,0,6101,12470,1
44,25700,262,409,6347,18819,3457,1
56,22737,507,7783,15260,14658,3616,1
18,42734,315,105,3863,8331,7999,0
74,24691,27,437,6153,4425,4436,1
43,32475,585,6887,17292,3034,4598,1
18,38798,255,22330,49096,9710,4322,1
28,23750,394,13281,33912,10812,3022,1
34,39996,278,4375,5793,15066,6329,1
73,27945,117,6485,32442,6225,4673,1
43,49954,331,6422,15863,9991,8900,1
24,36327,941,2119,5402,19432,4694,1
22,34263,387,0,0,15798,5808,1
63,23676,309,0,0,19336,5374,1
54,53811,1353,237,20121,8091,7625,0
20,40574,146,0,0,5352,6677,1
45,14309,513,3410,5035,5100,1594,1
64,23043,242,831,5913,7253,3773,0
56,26586,21,526,4348,2582,4777,1
21,36581,22,15800,27756,14094,3096,0
61,20574,1066,4519,14083,9076,2051,0
56,32071,795,1242,3703,3243,5165,1
21,35698,202,824,6440,6389,6536,1
40,40756,227,358,3693,5025,6705,1
37,17637,556,0,0,6377,2910,0
43,74457,50,3275,14704,6308,13262,0
29,19627,187,14487,49770,5461,3518,1
29,22220,259,856,10903,7519,4224,0
23,32147,311,0,0,8061,6519,1
23,51577,396,26676,49961,4366,5215,1
71,54472,630,3400,6452,8500,7841,1
18,17456,314,3304,33132,6355,1940,1
31,50415,473,0,0,4312,8370,0
32,31417,72,2063,9187,3258,6048,1
29,25980,211,8042,11783,8178,3554,0
27,41988,1851,12201,14824,6424,4873,0
29,21181,431,0,0,9076,2937,0
53,39479,276,675,11357,11447,6690,1
21,32309,643,393,7002,2824,4847,0
30,25892,309,256,7660,11097,4950,1
68,42366,187,4133,13104,6134,8041,1
23,42612,504,3273,24655,1288,6906,1
60,30338,253,4389,14612,9299,4665,1
22,58050,723,3295,15983,11825,10544,1
26,35953,529,1227,12478,11716,5543,0
50,43286,659,1979,54367,16817,7019,0
51,24796,850,624,16923,3808,4995,1
43,27320,963,0,0,13757,5118,1
66,31789,188,1219,11068,5952,4943,1
49,29991,598,523,6189,5465,3985,1
53,40413,647,7795,17276,3811,5309,1
44,22553,361,0,0,7068,3474,1
52,41570,465,638,15161,5859,6798,1
72,33534,1038,0,0,18413,4990,1
62,29489,211,6,15908,9036,6466,1
36,20765,524,1149,9380,8725,2249,1
61,37660,1299,0,0,10000,5783,1
37,60065,804,2269,8075,16699,11313,1
31,12188,71,0,0,7049,1352,1
46,80087,256,0,0,8286,14729,1
26,63599,1212,8930,16458,11872,9312,0
58,21774,1546,8089,13701,13303,1711,0
67,59487,658,28404,39398,5848,7498,0
21,40895,285,291,1976,28135,7445,1
45,72936,707,478,10540,7573,12892,1
29,34028,398,8850,16108,9198,3229,0
18,62983,342,4470,10697,2587,10604,0
37,18687,316,6199,10092,6061,2269,1
72,19215,285,1392,9294,9270,4071,1
41,46730,258,6357,9141,7233,7813,1
46,48734,590,3638,11140,4578,8535,1
19,37621,375,2101,23799,8234,5435,1
24,40948,299,7981,15097,7897,6437,1
22,27076,1228,4787,11435,8508,2856,0
56,46474,304,2346,23643,4006,6454,1
41,45508,625,7976,23001,8210,6953,0
32,41634,1628,1325,10835,7158,5729,1
66,22915,73,5312,16638,7157,4639,1
66,39599,780,1873,7088,4162,7137,1
39,32330,529,1332,7470,15972,4712,0
53,47609,243,21228,38349,12709,6082,1
24,39800,412,598,11805,7070,5749,0
26,15541,256,578,3715,7886,2929,1
32,23461,1416,6294,21181,10383,1453,0
26,43335,50,2473,11015,8795,7330,1
70,18859,551,0,0,7919,3777,1
22,31918,365,2549,17316,6047,5820,0
72,27109,77,5784,6921,3470,4270,1
70,16033,656,199,5524,6356,2286,0
52,19528,501,57,4531,12877,2164,1
40,19480,138,9876,50943,5939,2746,1
23,39923,216,2333,15281,8352,5856,1
40,34678,419,8102,19170,8627,5025,0
73,43072,200,11527,17489,2565,5054,0
31,17586,98,1861,17479,3056,3309,1
66,18157,280,331,34705,26955,2514,1
48,40633,941,5477,11688,5973,6038,1
33,42966,173,0,0,22404,7718,0
52,31388,224,0,0,19270,4636,1
51,25208,1434,4555,11641,6446,3388,1
51,34353,795,6102,8106,7032,5554,0
52,26593,213,2631,6677,4617,3751,0
67,37889,544,4906,27197,10141,5508,0
66,58587,151,6760,23145,17485,9909,1
75,37729,444,7882,21543,8099,5051,1
24,24193,216,5575,15961,2355,3394,0
74,40856,674,1029,11291,9755,5179,1
22,59411,286,8017,21182,18077,11015,1
30,30126,225,14390,21815,4860,3251,0
60,22070,735,4746,19402,4553,2049,1
62,33237,240,611,3633,5554,6983,1
66,13583,283,2381,4189,10592,1955,1
35,45709,264,13689,38297,6055,6161,0
71,25625,363,6152,11097,14136,4305,1
75,29875,708,28924,53894,9369,1825,1
58,41326,190,1152,6355,2394,7245,1
23,16791,258,4006,17846,13435,2901,0
21,28330,490,0,0,21355,4670,1
24,36747,74,664,14362,13586,5800,0
74,23362,136,1738,19218,8069,4136,1
40,28383,434,0,0,26096,6326,1
74,24507,132,4465,19034,9804,2784,1
19,24944,711,10741,17979,9681,3995,1
30,29911,472,574,3779,7596,5497,1
43,29144,185,307,9574,3692,4877,1
24,36780,176,7468,13653,2160,6243,1
48,38460,393,0,0,5203,6574,1
40,23757,187,1352,8949,9254,4276,0
24,47981,1107,6932,14063,6961,7434,1
20,31800,249,0,0,2706,6169,1
31,19612,262,1902,22933,2592,3515,1
50,19534,474,2288,5805,17928,3365,1
51,43960,199,10499,30047,4121,6157,0
61,28123,252,7339,13304,9555,3517,1
41,25946,416,1820,16048,1613,4788,1
48,45667,209,2550,7363,4614,8788,1
59,51084,289,0,0,5023,9923,1
22,28259,111,4802,11194,3980,4628,1
33,30339,454,2784,26762,15362,5115,0
36,55328,738,1311,10808,2585,9601,1
27,38696,649,5785,18565,4588,5033,1
30,15846,231,0,0,14727,2568,1
42,35056,170,4457,32291,10525,6025,1
52,47081,298,2598,5975,11933,7682,1
27,31000,191,13769,65000,3301,4842,0
41,21272,1252,1852,6216,8175,3377,0
18,109494,1056,2383,10981,3133,19246,0
19,34670,751,20925,33721,5091,3661,1
27,33052,902,85,20231,5351,5632,1
35,32968,282,0,0,5118,6711,1
69,58260,314,4611,13832,7354,10219,1
35,39546,148,0,0,14721,7271,1
43,32305,104,21616,52808,7056,4027,0
67,44711,553,1305,24554,10609,7670,1
60,42880,120,2066,7712,5708,7745,1
20,35417,174,10334,43067,11349,4806,1
53,15790,521,4374,7677,15755,888,1
25,26825,165,3759,12056,5711,4178,1
50,68229,277,2806,16157,8348,12165,0
51,14924,489,3805,11246,6651,1335,0
28,25970,997,0,0,10530,4100,0
18,78667,1177,4893,7069,7910,12073,1
57,26247,714,2511,10469,3093,4444,1
21,35069,121,2300,23281,12956,6627,0
29,35664,90,2922,20870,4542,7017,0
24,53670,427,999,4993,9443,9066,1
38,18953,127,11804,25894,4381,1119,1
49,17685,158,2770,16100,7095,1866,0
55,69468,978,0,0,3935,11259,1
71,31803,279,14952,28902,6812,3487,0
38,21263,149,0,0,5742,4473,0
70,38616,73,3382,8375,3894,5195,1
19,23775,516,548,8073,17543,3741,0
21,47514,691,0,0,5297,8728,1
67,39602,258,1098,8694,10495,8602,0
64,52018,511,509,4777,6608,9932,1
42,33594,1053,0,0,9192,4414,1
18,46440,749,2177,6335,27679,7034,1
33,19217,250,2142,19575,20278,3821,0
71,23932,385,1103,16395,3857,4238,1
25,38231,155,3369,21565,7588,7000,0
39,61388,400,1245,8201,13032,9859,1
36,40466,234,508,7454,2646,7833,0
35,29674,485,6275,26454,6643,4277,1
59,29887,861,3403,24925,6490,4244,0
26,15499,535,0,0,4918,3660,1
27,39634,175,8613,43871,4940,5751,0
46,35467,451,2151,18092,3947,5586,1
54,55076,160,0,0,12790,8734,1
32,22274,654,407,11032,15231,2671,1
37,65510,641,0,0,10088,12793,1
49,22576,745,783,17507,6424,4438,1
53,20044,80,10160,24149,12427,2983,1
64,54945,250,18714,62758,9846,7103,0
55,45271,450,315,6611,7595,7455,1
59,47976,88,3164,13034,7386,8256,1
59,24158,1051,0,0,2869,3046,0
31,26601,260,6099,20744,16814,3635,0
62,52836,191,9575,14221,8378,8689,0
20,34598,253,7246,14952,19810,4256,1
29,46612,468,10871,21545,5081,6215,1
56,44052,785,5156,14249,1624,6946,1
44,21462,438,637,7516,3599,3019,1
70,60797,451,2293,5332,6489,11268,1
42,25735,748,805,19432,5879,3506,1
41,32435,576,2154,17691,3003,5387,1
19,29173,427,1444,13087,8476,5172,1
35,33659,246,12280,22427,6913,4968,0
18,50152,516,5091,24177,12356,8043,1
75,20113,736,7038,11813,7274,2999,1
51,19673,855,0,0,5589,3349,0
31,38457,778,0,0,7550,7219,1
28,70785,210,993,12618,9656,14274,1
29,25427,59,1450,3993,11580,5414,1
34,26773,727,2281,15442,5890,3245,0
59,32299,309,9640,16310,11387,3994,1
40,30006,297,0,0,14032,4554,0
19,49326,723,0,0,9013,7938,0
53,27996,1008,11824,51381,2210,2574,1
40,33298,729,3934,6393,4467,3838,0
56,46677,608,3744,6693,1995,6746,1
36,35722,610,701,4186,3282,6384,0
68,47506,197,2832,15759,11224,8559,1
75,22424,200,4884,15008,5530,3146,1
29,27310,375,1567,5602,14236,4398,1
57,24891,352,4922,7374,8213,3100,1
22,49014,140,3579,13390,8026,8456,1
39,24731,342,2763,19994,4659,6794,0
64,31153,388,2727,11085,6695,6324,0
47,33209,240,0,0,3932,6150,0
